frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
28.05,-7.35,-9.90,-7.35,-9.90,9.92,9.82,2.57,2.57,2.55
28.33,-7.29,-9.84,-7.29,-9.84,9.84,9.75,2.55,2.55,2.55
28.62,-7.20,-9.76,-7.20,-9.76,9.77,9.68,2.57,2.57,2.56
28.90,-7.12,-9.69,-7.12,-9.69,9.70,9.61,2.58,2.58,2.57
29.19,-7.06,-9.63,-7.06,-9.63,9.63,9.54,2.56,2.56,2.57
29.48,-6.97,-9.54,-6.97,-9.54,9.55,9.48,2.58,2.58,2.57
29.78,-6.89,-9.46,-6.89,-9.46,9.48,9.41,2.59,2.59,2.57
30.08,-6.82,-9.42,-6.82,-9.42,9.40,9.34,2.58,2.58,2.60
30.38,-6.73,-9.33,-6.73,-9.33,9.33,9.27,2.59,2.59,2.60
30.68,-6.65,-9.24,-6.65,-9.24,9.24,9.21,2.59,2.59,2.59
30.99,-6.59,-9.16,-6.59,-9.16,9.16,9.14,2.57,2.57,2.57
31.30,-6.50,-9.05,-6.50,-9.05,9.07,9.07,2.57,2.57,2.55
31.61,-6.44,-8.99,-6.44,-8.99,8.97,9.00,2.53,2.53,2.55
31.93,-6.36,-8.88,-6.36,-8.88,8.88,8.93,2.52,2.52,2.51
32.24,-6.29,-8.76,-6.29,-8.76,8.78,8.86,2.49,2.49,2.47
32.57,-6.21,-8.68,-6.21,-8.68,8.67,8.78,2.46,2.46,2.47
32.89,-6.12,-8.54,-6.12,-8.54,8.57,8.71,2.45,2.45,2.42
33.22,-6.06,-8.48,-6.06,-8.48,8.46,8.62,2.40,2.40,2.42
33.55,-5.96,-8.34,-5.96,-8.34,8.35,8.54,2.39,2.39,2.38
33.89,-5.89,-8.23,-5.89,-8.23,8.23,8.44,2.34,2.34,2.34
34.23,-5.81,-8.12,-5.81,-8.12,8.11,8.34,2.30,2.30,2.31
34.57,-5.72,-7.98,-5.72,-7.98,7.98,8.22,2.26,2.26,2.26
34.92,-5.66,-7.84,-5.66,-7.84,7.85,8.09,2.19,2.19,2.18
35.27,-5.59,-7.71,-5.59,-7.71,7.71,7.93,2.12,2.12,2.12
35.62,-5.51,-7.55,-5.51,-7.55,7.56,7.75,2.05,2.05,2.04
35.97,-5.45,-7.41,-5.45,-7.41,7.40,7.53,1.95,1.95,1.96
36.33,-5.39,-7.27,-5.39,-7.27,7.24,7.29,1.85,1.85,1.88
36.70,-5.32,-7.09,-5.32,-7.09,7.08,7.01,1.76,1.76,1.77
37.06,-5.26,-6.93,-5.26,-6.93,6.92,6.74,1.66,1.66,1.67
37.43,-5.20,-6.77,-5.20,-6.77,6.77,6.51,1.57,1.57,1.57
37.81,-5.14,-6.61,-5.14,-6.61,6.63,6.35,1.49,1.49,1.47
38.19,-5.08,-6.50,-5.08,-6.50,6.52,6.35,1.43,1.43,1.42
38.57,-5.01,-6.35,-5.01,-6.35,6.42,6.36,1.41,1.41,1.34
38.95,-4.95,-6.32,-4.95,-6.32,6.34,6.42,1.39,1.39,1.37
39.34,-4.89,-6.29,-4.89,-6.29,6.29,6.46,1.40,1.40,1.40
39.74,-4.83,-6.28,-4.83,-6.28,6.26,6.43,1.43,1.43,1.45
40.14,-4.76,-6.27,-4.76,-6.27,6.26,6.41,1.49,1.49,1.51
40.54,-4.70,-6.27,-4.70,-6.27,6.27,6.40,1.57,1.57,1.57
40.94,-4.64,-6.29,-4.64,-6.29,6.30,6.35,1.66,1.66,1.65
41.35,-4.58,-6.33,-4.58,-6.33,6.34,6.26,1.76,1.76,1.75
41.76,-4.52,-6.38,-4.52,-6.38,6.39,6.23,1.87,1.87,1.86
42.18,-4.45,-6.45,-4.45,-6.45,6.46,6.33,2.01,2.01,2.00
42.60,-4.39,-6.53,-4.39,-6.53,6.54,6.48,2.15,2.15,2.14
43.03,-4.33,-6.63,-4.33,-6.63,6.64,6.71,2.31,2.31,2.30
43.46,-4.27,-6.73,-4.27,-6.73,6.74,6.89,2.47,2.47,2.46
43.90,-4.21,-6.84,-4.21,-6.84,6.84,7.01,2.63,2.63,2.63
44.33,-4.17,-6.95,-4.17,-6.95,6.95,7.10,2.78,2.78,2.78
44.78,-4.12,-7.06,-4.12,-7.06,7.06,7.15,2.94,2.94,2.94
45.23,-4.06,-7.13,-4.06,-7.13,7.15,7.20,3.09,3.09,3.07
45.68,-4.00,-7.22,-4.00,-7.22,7.23,7.23,3.23,3.23,3.22
46.13,-3.96,-7.32,-3.96,-7.32,7.30,7.26,3.33,3.33,3.36
46.60,-3.91,-7.35,-3.91,-7.35,7.33,7.28,3.42,3.42,3.44
47.06,-3.85,-7.39,-3.85,-7.39,7.35,7.30,3.50,3.50,3.54
47.53,-3.80,-7.35,-3.80,-7.35,7.33,7.30,3.53,3.53,3.55
48.01,-3.75,-7.30,-3.75,-7.30,7.30,7.26,3.54,3.54,3.55
48.49,-3.70,-7.24,-3.70,-7.24,7.23,7.19,3.53,3.53,3.54
48.97,-3.66,-7.15,-3.66,-7.15,7.15,7.11,3.49,3.49,3.49
49.46,-3.61,-7.04,-3.61,-7.04,7.05,7.01,3.44,3.44,3.43
49.96,-3.57,-6.95,-3.57,-6.95,6.95,6.90,3.37,3.37,3.38
50.46,-3.54,-6.83,-3.54,-6.83,6.84,6.80,3.30,3.30,3.29
50.96,-3.49,-6.71,-3.49,-6.71,6.75,6.70,3.25,3.25,3.22
51.47,-3.46,-6.64,-3.46,-6.64,6.66,6.62,3.20,3.20,3.18
51.99,-3.45,-6.58,-3.45,-6.58,6.59,6.56,3.14,3.14,3.13
52.51,-3.40,-6.48,-3.40,-6.48,6.53,6.53,3.12,3.12,3.08
53.03,-3.40,-6.47,-3.40,-6.47,6.48,6.50,3.08,3.08,3.07
53.56,-3.36,-6.43,-3.36,-6.43,6.44,6.47,3.08,3.08,3.07
54.10,-3.35,-6.41,-3.35,-6.41,6.41,6.42,3.06,3.06,3.06
54.64,-3.35,-6.38,-3.35,-6.38,6.38,6.37,3.02,3.02,3.03
55.18,-3.31,-6.34,-3.31,-6.34,6.34,6.31,3.03,3.03,3.03
55.74,-3.31,-6.32,-3.31,-6.32,6.30,6.24,2.99,2.99,3.01
56.29,-3.27,-6.23,-3.27,-6.23,6.25,6.16,2.98,2.98,2.96
56.86,-3.26,-6.18,-3.26,-6.18,6.18,6.08,2.92,2.92,2.92
57.42,-3.25,-6.10,-3.25,-6.10,6.09,5.99,2.84,2.84,2.85
58.00,-3.21,-5.98,-3.21,-5.98,5.97,5.89,2.76,2.76,2.77
58.58,-3.21,-5.88,-3.21,-5.88,5.82,5.78,2.61,2.61,2.67
59.16,-3.17,-5.69,-3.17,-5.69,5.66,5.65,2.49,2.49,2.52
59.76,-3.17,-5.51,-3.17,-5.51,5.48,5.51,2.31,2.31,2.34
60.35,-3.12,-5.29,-3.12,-5.29,5.29,5.34,2.17,2.17,2.17
60.96,-3.12,-5.08,-3.12,-5.08,5.09,5.16,1.97,1.97,1.96
61.57,-3.07,-4.86,-3.07,-4.86,4.91,4.97,1.84,1.84,1.79
62.18,-3.07,-4.71,-3.07,-4.71,4.74,4.79,1.67,1.67,1.64
62.80,-3.03,-4.58,-3.03,-4.58,4.60,4.63,1.57,1.57,1.55
63.43,-3.03,-4.48,-3.03,-4.48,4.50,4.52,1.47,1.47,1.45
64.07,-2.98,-4.38,-2.98,-4.38,4.43,4.45,1.45,1.45,1.40
64.71,-2.97,-4.35,-2.97,-4.35,4.40,4.42,1.43,1.43,1.38
65.35,-2.93,-4.36,-2.93,-4.36,4.39,4.41,1.46,1.46,1.43
66.01,-2.89,-4.40,-2.89,-4.40,4.41,4.42,1.52,1.52,1.51
66.67,-2.86,-4.45,-2.86,-4.45,4.43,4.44,1.57,1.57,1.59
67.33,-2.82,-4.49,-2.82,-4.49,4.45,4.45,1.63,1.63,1.67
68.01,-2.77,-4.49,-2.77,-4.49,4.46,4.47,1.68,1.68,1.72
68.69,-2.72,-4.47,-2.72,-4.47,4.45,4.45,1.73,1.73,1.75
69.37,-2.69,-4.46,-2.69,-4.46,4.42,4.42,1.73,1.73,1.77
70.07,-2.63,-4.37,-2.63,-4.37,4.36,4.36,1.73,1.73,1.74
70.77,-2.60,-4.31,-2.60,-4.31,4.29,4.28,1.69,1.69,1.71
71.48,-2.55,-4.20,-2.55,-4.20,4.20,4.19,1.65,1.65,1.65
72.19,-2.52,-4.10,-2.52,-4.10,4.11,4.09,1.59,1.59,1.58
72.91,-2.48,-4.01,-2.48,-4.01,4.01,3.99,1.53,1.53,1.53
73.64,-2.45,-3.91,-2.45,-3.91,3.93,3.90,1.48,1.48,1.46
74.38,-2.42,-3.85,-2.42,-3.85,3.87,3.85,1.45,1.45,1.43
75.12,-2.42,-3.80,-2.42,-3.80,3.83,3.83,1.40,1.40,1.38
75.87,-2.38,-3.76,-2.38,-3.76,3.81,3.82,1.43,1.43,1.38
76.63,-2.37,-3.78,-2.37,-3.78,3.82,3.82,1.44,1.44,1.41
77.40,-2.37,-3.80,-2.37,-3.80,3.84,3.83,1.47,1.47,1.43
78.17,-2.39,-3.86,-2.39,-3.86,3.86,3.84,1.47,1.47,1.47
78.95,-2.42,-3.92,-2.42,-3.92,3.89,3.86,1.47,1.47,1.50
79.74,-2.42,-3.97,-2.42,-3.97,3.91,3.88,1.49,1.49,1.55
80.54,-2.42,-3.98,-2.42,-3.98,3.92,3.88,1.50,1.50,1.56
81.35,-2.42,-3.95,-2.42,-3.95,3.91,3.89,1.49,1.49,1.53
82.16,-2.39,-3.89,-2.39,-3.89,3.89,3.87,1.50,1.50,1.50
82.98,-2.37,-3.84,-2.37,-3.84,3.85,3.85,1.48,1.48,1.47
83.81,-2.33,-3.77,-2.33,-3.77,3.81,3.82,1.47,1.47,1.44
84.65,-2.30,-3.73,-2.30,-3.73,3.75,3.79,1.45,1.45,1.43
85.50,-2.26,-3.69,-2.26,-3.69,3.70,3.74,1.44,1.44,1.43
86.35,-2.21,-3.64,-2.21,-3.64,3.66,3.69,1.44,1.44,1.43
87.22,-2.15,-3.60,-2.15,-3.60,3.61,3.63,1.46,1.46,1.45
88.09,-2.08,-3.55,-2.08,-3.55,3.56,3.57,1.48,1.48,1.47
88.97,-2.03,-3.54,-2.03,-3.54,3.50,3.50,1.47,1.47,1.51
89.86,-1.95,-3.44,-1.95,-3.44,3.43,3.42,1.48,1.48,1.49
90.76,-1.89,-3.36,-1.89,-3.36,3.35,3.33,1.46,1.46,1.47
91.66,-1.84,-3.29,-1.84,-3.29,3.25,3.24,1.41,1.41,1.45
92.58,-1.78,-3.17,-1.78,-3.17,3.15,3.13,1.37,1.37,1.39
93.51,-1.71,-3.02,-1.71,-3.02,3.04,3.02,1.33,1.33,1.31
94.44,-1.65,-2.90,-1.65,-2.90,2.92,2.90,1.27,1.27,1.25
95.39,-1.61,-2.79,-1.61,-2.79,2.80,2.78,1.19,1.19,1.18
96.34,-1.57,-2.68,-1.57,-2.68,2.68,2.66,1.11,1.11,1.11
97.30,-1.51,-2.56,-1.51,-2.56,2.57,2.55,1.06,1.06,1.05
98.28,-1.48,-2.47,-1.48,-2.47,2.46,2.45,0.98,0.98,0.99
99.26,-1.44,-2.37,-1.44,-2.37,2.36,2.35,0.92,0.92,0.93
100.25,-1.40,-2.27,-1.40,-2.27,2.26,2.27,0.86,0.86,0.87
101.25,-1.37,-2.17,-1.37,-2.17,2.17,2.20,0.80,0.80,0.80
102.27,-1.35,-2.10,-1.35,-2.10,2.08,2.12,0.73,0.73,0.75
103.29,-1.30,-1.99,-1.30,-1.99,2.00,2.03,0.70,0.70,0.69
104.32,-1.27,-1.90,-1.27,-1.90,1.91,1.91,0.64,0.64,0.63
105.37,-1.26,-1.84,-1.26,-1.84,1.84,1.79,0.57,0.57,0.58
106.42,-1.21,-1.75,-1.21,-1.75,1.76,1.72,0.55,0.55,0.54
107.48,-1.21,-1.71,-1.21,-1.71,1.69,1.67,0.47,0.47,0.50
108.56,-1.17,-1.61,-1.17,-1.61,1.61,1.63,0.44,0.44,0.44
109.64,-1.16,-1.55,-1.16,-1.55,1.54,1.58,0.38,0.38,0.39
110.74,-1.12,-1.48,-1.12,-1.48,1.47,1.50,0.35,0.35,0.36
111.85,-1.12,-1.42,-1.12,-1.42,1.40,1.42,0.28,0.28,0.30
112.97,-1.07,-1.31,-1.07,-1.31,1.33,1.33,0.26,0.26,0.24
114.10,-1.07,-1.26,-1.07,-1.26,1.26,1.23,0.19,0.19,0.19
115.24,-1.05,-1.20,-1.05,-1.20,1.19,1.15,0.14,0.14,0.15
116.39,-1.02,-1.12,-1.02,-1.12,1.12,1.07,0.10,0.10,0.10
117.55,-1.02,-1.06,-1.02,-1.06,1.06,1.01,0.04,0.04,0.03
118.73,-0.98,-0.98,-0.98,-0.98,0.99,0.95,0.01,0.01,-0.01
119.92,-0.98,-0.95,-0.98,-0.95,0.93,0.90,-0.05,-0.05,-0.04
121.12,-0.96,-0.88,-0.96,-0.88,0.87,0.86,-0.09,-0.09,-0.09
122.33,-0.93,-0.82,-0.93,-0.82,0.81,0.81,-0.12,-0.12,-0.12
123.55,-0.93,-0.76,-0.93,-0.76,0.75,0.76,-0.18,-0.18,-0.17
124.79,-0.88,-0.68,-0.88,-0.68,0.70,0.71,-0.19,-0.19,-0.21
126.03,-0.88,-0.63,-0.88,-0.63,0.64,0.66,-0.24,-0.24,-0.25
127.29,-0.86,-0.58,-0.86,-0.58,0.59,0.61,-0.27,-0.27,-0.28
128.57,-0.84,-0.53,-0.84,-0.53,0.54,0.56,-0.30,-0.30,-0.31
129.85,-0.84,-0.50,-0.84,-0.50,0.49,0.52,-0.35,-0.35,-0.34
131.15,-0.83,-0.46,-0.83,-0.46,0.45,0.47,-0.38,-0.38,-0.37
132.46,-0.79,-0.39,-0.79,-0.39,0.41,0.43,-0.38,-0.38,-0.40
133.79,-0.79,-0.36,-0.79,-0.36,0.37,0.39,-0.42,-0.42,-0.43
135.12,-0.79,-0.34,-0.79,-0.34,0.33,0.34,-0.46,-0.46,-0.45
136.48,-0.79,-0.30,-0.79,-0.30,0.29,0.30,-0.50,-0.50,-0.49
137.84,-0.75,-0.23,-0.75,-0.23,0.25,0.25,-0.50,-0.50,-0.52
139.22,-0.75,-0.20,-0.75,-0.20,0.20,0.19,-0.55,-0.55,-0.55
140.61,-0.75,-0.17,-0.75,-0.17,0.16,0.14,-0.60,-0.60,-0.58
142.02,-0.75,-0.12,-0.75,-0.12,0.11,0.09,-0.64,-0.64,-0.63
143.44,-0.74,-0.08,-0.74,-0.08,0.07,0.05,-0.67,-0.67,-0.66
144.87,-0.70,0.01,-0.70,0.01,0.03,0.01,-0.67,-0.67,-0.71
146.32,-0.70,0.04,-0.70,0.04,-0.01,-0.03,-0.71,-0.71,-0.74
147.78,-0.70,0.05,-0.70,0.05,-0.05,-0.06,-0.75,-0.75,-0.75
149.26,-0.70,0.09,-0.70,0.09,-0.09,-0.11,-0.79,-0.79,-0.79
150.75,-0.70,0.11,-0.70,0.11,-0.12,-0.16,-0.82,-0.82,-0.81
152.26,-0.70,0.14,-0.70,0.14,-0.16,-0.20,-0.86,-0.86,-0.84
153.78,-0.70,0.18,-0.70,0.18,-0.20,-0.24,-0.90,-0.90,-0.88
155.32,-0.68,0.22,-0.68,0.22,-0.23,-0.26,-0.91,-0.91,-0.90
156.88,-0.68,0.26,-0.68,0.26,-0.27,-0.27,-0.95,-0.95,-0.94
158.44,-0.65,0.33,-0.65,0.33,-0.31,-0.30,-0.96,-0.96,-0.98
160.03,-0.65,0.36,-0.65,0.36,-0.34,-0.32,-0.99,-0.99,-1.01
161.63,-0.65,0.37,-0.65,0.37,-0.37,-0.37,-1.02,-1.02,-1.02
163.24,-0.65,0.40,-0.65,0.40,-0.39,-0.41,-1.04,-1.04,-1.05
164.88,-0.68,0.40,-0.68,0.40,-0.41,-0.44,-1.09,-1.09,-1.08
166.53,-0.68,0.42,-0.68,0.42,-0.43,-0.47,-1.11,-1.11,-1.10
168.19,-0.70,0.44,-0.70,0.44,-0.44,-0.47,-1.14,-1.14,-1.14
169.87,-0.70,0.44,-0.70,0.44,-0.44,-0.47,-1.14,-1.14,-1.14
171.57,-0.70,0.44,-0.70,0.44,-0.44,-0.45,-1.15,-1.15,-1.14
173.29,-0.70,0.45,-0.70,0.45,-0.45,-0.44,-1.15,-1.15,-1.15
175.02,-0.70,0.48,-0.70,0.48,-0.45,-0.44,-1.15,-1.15,-1.18
176.77,-0.72,0.46,-0.72,0.46,-0.46,-0.44,-1.18,-1.18,-1.19
178.54,-0.75,0.43,-0.75,0.43,-0.48,-0.47,-1.23,-1.23,-1.19
180.32,-0.75,0.48,-0.75,0.48,-0.50,-0.50,-1.25,-1.25,-1.23
182.13,-0.75,0.51,-0.75,0.51,-0.52,-0.54,-1.27,-1.27,-1.26
183.95,-0.75,0.55,-0.75,0.55,-0.54,-0.57,-1.30,-1.30,-1.30
185.79,-0.75,0.59,-0.75,0.59,-0.57,-0.60,-1.33,-1.33,-1.34
187.65,-0.75,0.63,-0.75,0.63,-0.61,-0.63,-1.36,-1.36,-1.38
189.52,-0.75,0.66,-0.75,0.66,-0.64,-0.65,-1.39,-1.39,-1.41
191.42,-0.75,0.66,-0.75,0.66,-0.67,-0.68,-1.42,-1.42,-1.41
193.33,-0.72,0.69,-0.72,0.69,-0.70,-0.70,-1.42,-1.42,-1.41
195.27,-0.70,0.71,-0.70,0.71,-0.71,-0.71,-1.42,-1.42,-1.41
197.22,-0.70,0.75,-0.70,0.75,-0.73,-0.73,-1.43,-1.43,-1.45
199.19,-0.70,0.75,-0.70,0.75,-0.74,-0.74,-1.44,-1.44,-1.45
201.18,-0.70,0.75,-0.70,0.75,-0.75,-0.75,-1.45,-1.45,-1.45
203.19,-0.70,0.75,-0.70,0.75,-0.76,-0.76,-1.46,-1.46,-1.45
205.23,-0.70,0.75,-0.70,0.75,-0.76,-0.77,-1.46,-1.46,-1.45
207.28,-0.70,0.75,-0.70,0.75,-0.76,-0.77,-1.46,-1.46,-1.45
209.35,-0.70,0.76,-0.70,0.76,-0.76,-0.78,-1.46,-1.46,-1.46
211.44,-0.70,0.78,-0.70,0.78,-0.76,-0.78,-1.46,-1.46,-1.48
213.56,-0.70,0.75,-0.70,0.75,-0.76,-0.78,-1.46,-1.46,-1.45
215.69,-0.70,0.75,-0.70,0.75,-0.76,-0.78,-1.46,-1.46,-1.45
217.85,-0.70,0.75,-0.70,0.75,-0.76,-0.78,-1.46,-1.46,-1.45
220.03,-0.70,0.75,-0.70,0.75,-0.76,-0.77,-1.46,-1.46,-1.46
222.23,-0.70,0.77,-0.70,0.77,-0.76,-0.77,-1.46,-1.46,-1.48
224.45,-0.72,0.76,-0.72,0.76,-0.76,-0.76,-1.48,-1.48,-1.48
226.70,-0.75,0.75,-0.75,0.75,-0.76,-0.76,-1.51,-1.51,-1.50
228.96,-0.75,0.76,-0.75,0.76,-0.76,-0.75,-1.51,-1.51,-1.51
231.25,-0.75,0.76,-0.75,0.76,-0.76,-0.75,-1.51,-1.51,-1.51
233.57,-0.75,0.76,-0.75,0.76,-0.76,-0.75,-1.51,-1.51,-1.51
235.90,-0.75,0.76,-0.75,0.76,-0.76,-0.74,-1.51,-1.51,-1.51
238.26,-0.75,0.76,-0.75,0.76,-0.76,-0.74,-1.51,-1.51,-1.51
240.64,-0.75,0.76,-0.75,0.76,-0.77,-0.75,-1.52,-1.52,-1.51
243.05,-0.75,0.76,-0.75,0.76,-0.77,-0.75,-1.52,-1.52,-1.51
245.48,-0.75,0.76,-0.75,0.76,-0.76,-0.77,-1.51,-1.51,-1.51
247.93,-0.75,0.76,-0.75,0.76,-0.76,-0.78,-1.51,-1.51,-1.51
250.41,-0.75,0.80,-0.75,0.80,-0.75,-0.78,-1.50,-1.50,-1.55
252.92,-0.75,0.76,-0.75,0.76,-0.75,-0.78,-1.50,-1.50,-1.51
255.45,-0.75,0.71,-0.75,0.71,-0.75,-0.77,-1.50,-1.50,-1.46
258.00,-0.75,0.69,-0.75,0.69,-0.75,-0.75,-1.50,-1.50,-1.45
260.58,-0.75,0.74,-0.75,0.74,-0.74,-0.74,-1.50,-1.50,-1.49
263.19,-0.75,0.77,-0.75,0.77,-0.74,-0.73,-1.49,-1.49,-1.52
265.82,-0.75,0.78,-0.75,0.78,-0.75,-0.73,-1.50,-1.50,-1.53
268.48,-0.75,0.77,-0.75,0.77,-0.75,-0.74,-1.50,-1.50,-1.52
271.16,-0.75,0.74,-0.75,0.74,-0.76,-0.77,-1.51,-1.51,-1.49
273.87,-0.75,0.76,-0.75,0.76,-0.77,-0.78,-1.52,-1.52,-1.51
276.61,-0.77,0.77,-0.77,0.77,-0.78,-0.78,-1.55,-1.55,-1.54
279.38,-0.77,0.79,-0.77,0.79,-0.78,-0.78,-1.55,-1.55,-1.56
282.17,-0.77,0.79,-0.77,0.79,-0.78,-0.77,-1.55,-1.55,-1.56
284.99,-0.77,0.79,-0.77,0.79,-0.78,-0.77,-1.55,-1.55,-1.56
287.84,-0.79,0.77,-0.79,0.77,-0.79,-0.77,-1.58,-1.58,-1.56
290.72,-0.79,0.77,-0.79,0.77,-0.79,-0.78,-1.58,-1.58,-1.57
293.63,-0.79,0.78,-0.79,0.78,-0.79,-0.79,-1.58,-1.58,-1.57
296.57,-0.79,0.78,-0.79,0.78,-0.78,-0.80,-1.57,-1.57,-1.57
299.53,-0.79,0.78,-0.79,0.78,-0.76,-0.80,-1.55,-1.55,-1.57
302.53,-0.79,0.75,-0.79,0.75,-0.74,-0.78,-1.53,-1.53,-1.54
305.55,-0.79,0.74,-0.79,0.74,-0.72,-0.74,-1.51,-1.51,-1.53
308.61,-0.79,0.69,-0.79,0.69,-0.68,-0.70,-1.48,-1.48,-1.48
311.69,-0.84,0.61,-0.84,0.61,-0.64,-0.64,-1.49,-1.49,-1.45
314.81,-0.84,0.58,-0.84,0.58,-0.60,-0.58,-1.44,-1.44,-1.42
317.96,-0.84,0.55,-0.84,0.55,-0.54,-0.52,-1.38,-1.38,-1.39
321.14,-0.84,0.50,-0.84,0.50,-0.48,-0.46,-1.32,-1.32,-1.35
324.35,-0.84,0.46,-0.84,0.46,-0.42,-0.41,-1.27,-1.27,-1.30
327.59,-0.88,0.36,-0.88,0.36,-0.37,-0.35,-1.25,-1.25,-1.24
330.87,-0.88,0.29,-0.88,0.29,-0.32,-0.31,-1.20,-1.20,-1.17
334.18,-0.88,0.24,-0.88,0.24,-0.27,-0.26,-1.15,-1.15,-1.12
337.52,-0.88,0.21,-0.88,0.21,-0.22,-0.22,-1.11,-1.11,-1.09
340.90,-0.88,0.18,-0.88,0.18,-0.18,-0.18,-1.06,-1.06,-1.06
344.30,-0.88,0.16,-0.88,0.16,-0.14,-0.14,-1.02,-1.02,-1.04
347.75,-0.91,0.11,-0.91,0.11,-0.10,-0.10,-1.01,-1.01,-1.03
351.23,-0.93,0.07,-0.93,0.07,-0.06,-0.06,-0.99,-0.99,-1.00
354.74,-0.93,0.03,-0.93,0.03,-0.02,-0.03,-0.95,-0.95,-0.96
358.28,-0.93,-0.01,-0.93,-0.01,0.02,0.00,-0.91,-0.91,-0.92
361.87,-0.93,-0.06,-0.93,-0.06,0.05,0.03,-0.88,-0.88,-0.87
365.49,-0.93,-0.11,-0.93,-0.11,0.08,0.06,-0.85,-0.85,-0.82
369.14,-0.93,-0.12,-0.93,-0.12,0.10,0.07,-0.83,-0.83,-0.81
372.83,-0.93,-0.12,-0.93,-0.12,0.11,0.09,-0.82,-0.82,-0.82
376.56,-0.93,-0.11,-0.93,-0.11,0.12,0.10,-0.82,-0.82,-0.82
380.33,-0.93,-0.11,-0.93,-0.11,0.11,0.10,-0.82,-0.82,-0.82
384.13,-0.93,-0.10,-0.93,-0.10,0.10,0.10,-0.83,-0.83,-0.83
387.97,-0.93,-0.07,-0.93,-0.07,0.09,0.09,-0.84,-0.84,-0.86
391.85,-0.93,-0.07,-0.93,-0.07,0.07,0.08,-0.86,-0.86,-0.86
395.77,-0.93,-0.07,-0.93,-0.07,0.06,0.06,-0.87,-0.87,-0.86
399.73,-0.93,-0.05,-0.93,-0.05,0.04,0.05,-0.89,-0.89,-0.88
403.72,-0.95,-0.03,-0.95,-0.03,0.03,0.03,-0.92,-0.92,-0.92
407.76,-0.95,0.01,-0.95,0.01,0.01,0.01,-0.94,-0.94,-0.96
411.84,-0.95,0.01,-0.95,0.01,-0.00,-0.00,-0.95,-0.95,-0.96
415.96,-0.98,0.01,-0.98,0.01,-0.02,-0.02,-1.00,-1.00,-0.99
420.12,-0.98,0.02,-0.98,0.02,-0.03,-0.04,-1.01,-1.01,-1.00
