frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
52.51,2.02,0.16,2.02,0.17,-0.17,-0.15,1.85,1.85,1.85
53.03,2.10,0.28,2.09,0.27,-0.27,-0.21,1.83,1.83,1.82
53.56,2.17,0.36,2.17,0.36,-0.35,-0.29,1.81,1.81,1.81
54.10,2.24,0.44,2.23,0.44,-0.43,-0.36,1.80,1.80,1.79
54.64,2.30,0.50,2.30,0.51,-0.50,-0.45,1.79,1.80,1.80
55.18,2.37,0.57,2.37,0.57,-0.56,-0.53,1.81,1.81,1.79
55.74,2.44,0.63,2.43,0.62,-0.61,-0.62,1.82,1.82,1.81
56.29,2.51,0.68,2.50,0.67,-0.66,-0.69,1.84,1.84,1.83
56.86,2.55,0.70,2.56,0.71,-0.71,-0.75,1.84,1.85,1.85
57.42,2.62,0.75,2.61,0.75,-0.76,-0.81,1.86,1.85,1.87
58.00,2.68,0.80,2.67,0.80,-0.81,-0.85,1.86,1.85,1.87
58.58,2.72,0.85,2.72,0.86,-0.87,-0.90,1.84,1.85,1.87
59.16,2.78,0.93,2.78,0.93,-0.94,-0.94,1.84,1.84,1.85
59.76,2.84,1.01,2.84,1.01,-1.01,-1.00,1.82,1.82,1.83
60.35,2.90,1.11,2.89,1.10,-1.09,-1.07,1.80,1.80,1.79
60.96,2.94,1.18,2.94,1.18,-1.18,-1.15,1.76,1.76,1.75
61.57,2.98,1.26,2.98,1.27,-1.27,-1.24,1.71,1.71,1.72
62.18,3.03,1.36,3.02,1.35,-1.36,-1.33,1.67,1.66,1.67
62.80,3.07,1.44,3.07,1.45,-1.45,-1.43,1.62,1.62,1.62
63.43,3.11,1.53,3.11,1.54,-1.53,-1.53,1.57,1.58,1.57
64.07,3.16,1.63,3.15,1.62,-1.61,-1.62,1.55,1.54,1.53
64.71,3.19,1.70,3.19,1.69,-1.68,-1.70,1.51,1.51,1.49
65.35,3.22,1.75,3.23,1.76,-1.75,-1.77,1.47,1.48,1.47
66.01,3.27,1.81,3.26,1.81,-1.80,-1.82,1.46,1.45,1.45
66.67,3.29,1.85,3.29,1.85,-1.86,-1.86,1.43,1.43,1.43
67.33,3.31,1.88,3.32,1.90,-1.90,-1.89,1.40,1.42,1.42
68.01,3.35,1.94,3.35,1.94,-1.94,-1.92,1.40,1.40,1.40
68.69,3.39,1.99,3.38,1.98,-1.98,-1.95,1.40,1.40,1.39
69.37,3.40,2.01,3.40,2.02,-2.02,-1.98,1.38,1.38,1.38
70.07,3.43,2.06,3.42,2.06,-2.06,-2.02,1.37,1.36,1.36
70.77,3.44,2.09,3.44,2.10,-2.10,-2.07,1.34,1.34,1.35
71.48,3.46,2.14,3.46,2.13,-2.14,-2.12,1.32,1.32,1.32
72.19,3.48,2.18,3.47,2.17,-2.18,-2.18,1.30,1.29,1.30
72.91,3.48,2.20,3.49,2.22,-2.22,-2.23,1.26,1.27,1.28
73.64,3.51,2.26,3.51,2.26,-2.26,-2.29,1.25,1.25,1.24
74.38,3.53,2.32,3.52,2.31,-2.30,-2.33,1.23,1.22,1.21
75.12,3.53,2.35,3.53,2.34,-2.34,-2.37,1.18,1.18,1.18
75.87,3.53,2.37,3.53,2.38,-2.38,-2.40,1.14,1.15,1.15
76.63,3.53,2.41,3.54,2.42,-2.43,-2.43,1.10,1.11,1.12
77.40,3.57,2.48,3.55,2.47,-2.47,-2.46,1.10,1.09,1.08
78.17,3.57,2.52,3.56,2.51,-2.51,-2.48,1.06,1.06,1.05
78.95,3.57,2.54,3.58,2.55,-2.55,-2.52,1.02,1.03,1.02
79.74,3.58,2.59,3.58,2.59,-2.59,-2.56,0.99,0.99,0.99
80.54,3.61,2.64,3.59,2.63,-2.63,-2.61,0.97,0.96,0.96
81.35,3.61,2.68,3.61,2.68,-2.68,-2.66,0.93,0.93,0.93
82.16,3.61,2.71,3.63,2.73,-2.73,-2.73,0.88,0.90,0.90
82.98,3.66,2.79,3.64,2.78,-2.78,-2.79,0.88,0.86,0.86
83.81,3.66,2.84,3.66,2.84,-2.84,-2.87,0.82,0.82,0.82
84.65,3.66,2.89,3.67,2.90,-2.90,-2.94,0.75,0.77,0.77
85.50,3.70,2.97,3.68,2.96,-2.97,-3.02,0.72,0.71,0.72
86.35,3.70,3.03,3.70,3.04,-3.04,-3.09,0.65,0.65,0.66
87.22,3.70,3.10,3.71,3.12,-3.12,-3.17,0.58,0.59,0.60
88.09,3.74,3.21,3.72,3.20,-3.20,-3.24,0.54,0.53,0.53
88.97,3.74,3.28,3.73,3.27,-3.27,-3.30,0.46,0.46,0.46
89.86,3.74,3.34,3.74,3.35,-3.34,-3.36,0.39,0.40,0.40
90.76,3.75,3.41,3.75,3.41,-3.41,-3.40,0.34,0.35,0.34
91.66,3.78,3.48,3.77,3.47,-3.46,-3.44,0.31,0.31,0.30
92.58,3.79,3.52,3.78,3.52,-3.51,-3.47,0.28,0.28,0.27
93.51,3.79,3.55,3.79,3.55,-3.54,-3.49,0.25,0.25,0.24
94.44,3.79,3.57,3.79,3.56,-3.55,-3.51,0.23,0.23,0.22
95.39,3.79,3.57,3.79,3.57,-3.56,-3.52,0.23,0.23,0.22
96.34,3.79,3.56,3.79,3.56,-3.56,-3.53,0.23,0.23,0.23
97.30,3.79,3.55,3.79,3.55,-3.55,-3.53,0.24,0.24,0.24
98.28,3.79,3.53,3.79,3.53,-3.54,-3.54,0.25,0.25,0.26
99.26,3.79,3.51,3.79,3.52,-3.52,-3.54,0.26,0.26,0.27
100.25,3.79,3.50,3.79,3.50,-3.51,-3.54,0.27,0.27,0.28
101.25,3.79,3.49,3.79,3.49,-3.51,-3.54,0.28,0.28,0.29
102.27,3.79,3.49,3.79,3.50,-3.50,-3.54,0.28,0.28,0.30
103.29,3.79,3.51,3.79,3.50,-3.50,-3.55,0.28,0.28,0.28
104.32,3.79,3.52,3.79,3.51,-3.50,-3.55,0.28,0.28,0.27
105.37,3.79,3.52,3.79,3.52,-3.51,-3.55,0.28,0.28,0.27
106.42,3.79,3.51,3.79,3.51,-3.51,-3.56,0.28,0.28,0.28
107.48,3.79,3.51,3.79,3.51,-3.51,-3.56,0.27,0.27,0.27
108.56,3.79,3.51,3.79,3.52,-3.52,-3.57,0.27,0.27,0.27
109.64,3.79,3.53,3.79,3.52,-3.52,-3.57,0.26,0.26,0.26
110.74,3.79,3.53,3.79,3.53,-3.53,-3.58,0.26,0.26,0.26
111.85,3.79,3.53,3.79,3.53,-3.54,-3.58,0.25,0.25,0.26
112.97,3.79,3.54,3.79,3.54,-3.54,-3.59,0.24,0.25,0.25
114.10,3.79,3.55,3.79,3.56,-3.55,-3.59,0.23,0.24,0.24
115.24,3.79,3.57,3.78,3.57,-3.56,-3.60,0.22,0.22,0.22
116.39,3.78,3.59,3.77,3.58,-3.57,-3.60,0.20,0.19,0.19
117.55,3.74,3.57,3.75,3.59,-3.59,-3.61,0.15,0.17,0.17
118.73,3.74,3.59,3.74,3.59,-3.60,-3.61,0.14,0.14,0.15
119.92,3.74,3.61,3.73,3.60,-3.61,-3.61,0.13,0.11,0.12
121.12,3.72,3.62,3.72,3.63,-3.62,-3.62,0.09,0.10,0.10
122.33,3.70,3.63,3.70,3.64,-3.63,-3.62,0.06,0.07,0.07
123.55,3.70,3.66,3.69,3.65,-3.64,-3.63,0.05,0.04,0.04
124.79,3.67,3.65,3.68,3.66,-3.65,-3.63,0.02,0.02,0.02
126.03,3.66,3.66,3.66,3.66,-3.66,-3.64,-0.00,-0.00,-0.00
127.29,3.66,3.69,3.64,3.67,-3.67,-3.65,-0.02,-0.03,-0.03
128.57,3.61,3.67,3.62,3.68,-3.68,-3.66,-0.08,-0.06,-0.06
129.85,3.61,3.69,3.60,3.69,-3.69,-3.66,-0.09,-0.09,-0.09
131.15,3.59,3.70,3.59,3.70,-3.71,-3.67,-0.12,-0.12,-0.11
132.46,3.57,3.72,3.57,3.72,-3.72,-3.69,-0.16,-0.15,-0.15
133.79,3.57,3.75,3.56,3.74,-3.74,-3.70,-0.17,-0.18,-0.19
135.12,3.53,3.75,3.54,3.76,-3.76,-3.72,-0.23,-0.22,-0.22
136.48,3.53,3.79,3.52,3.78,-3.78,-3.73,-0.25,-0.26,-0.26
137.84,3.50,3.79,3.50,3.80,-3.80,-3.76,-0.30,-0.30,-0.30
139.22,3.48,3.81,3.48,3.81,-3.82,-3.78,-0.34,-0.33,-0.33
140.61,3.48,3.84,3.47,3.83,-3.83,-3.80,-0.36,-0.37,-0.37
142.02,3.44,3.84,3.45,3.85,-3.85,-3.83,-0.41,-0.40,-0.40
143.44,3.44,3.87,3.43,3.86,-3.86,-3.85,-0.43,-0.44,-0.44
144.87,3.40,3.87,3.40,3.88,-3.87,-3.88,-0.48,-0.47,-0.47
146.32,3.38,3.89,3.38,3.89,-3.88,-3.89,-0.51,-0.51,-0.51
147.78,3.35,3.89,3.34,3.89,-3.89,-3.90,-0.54,-0.54,-0.55
149.26,3.31,3.88,3.32,3.89,-3.89,-3.90,-0.58,-0.57,-0.57
150.75,3.29,3.88,3.28,3.88,-3.88,-3.89,-0.59,-0.60,-0.59
152.26,3.26,3.87,3.25,3.87,-3.87,-3.86,-0.61,-0.61,-0.62
153.78,3.22,3.84,3.22,3.85,-3.85,-3.84,-0.63,-0.62,-0.63
155.32,3.20,3.84,3.20,3.83,-3.83,-3.80,-0.63,-0.63,-0.64
156.88,3.17,3.80,3.16,3.80,-3.80,-3.77,-0.63,-0.63,-0.63
158.44,3.14,3.78,3.13,3.77,-3.76,-3.73,-0.63,-0.63,-0.64
160.03,3.09,3.72,3.10,3.73,-3.73,-3.70,-0.64,-0.63,-0.63
161.63,3.06,3.70,3.06,3.70,-3.69,-3.67,-0.64,-0.64,-0.64
163.24,3.03,3.67,3.02,3.65,-3.66,-3.64,-0.63,-0.64,-0.64
164.88,2.98,3.61,2.99,3.62,-3.63,-3.62,-0.65,-0.64,-0.63
166.53,2.95,3.59,2.95,3.59,-3.60,-3.60,-0.66,-0.66,-0.64
168.19,2.92,3.58,2.91,3.57,-3.58,-3.58,-0.67,-0.67,-0.66
169.87,2.87,3.56,2.87,3.57,-3.57,-3.56,-0.71,-0.70,-0.70
171.57,2.84,3.57,2.83,3.56,-3.57,-3.55,-0.73,-0.74,-0.74
173.29,2.78,3.55,2.78,3.57,-3.57,-3.54,-0.79,-0.78,-0.77
175.02,2.74,3.58,2.74,3.57,-3.57,-3.54,-0.83,-0.83,-0.84
176.77,2.70,3.59,2.69,3.58,-3.57,-3.53,-0.87,-0.88,-0.89
178.54,2.65,3.58,2.65,3.58,-3.58,-3.53,-0.93,-0.93,-0.94
180.32,2.60,3.58,2.60,3.58,-3.58,-3.53,-0.98,-0.98,-0.98
182.13,2.55,3.58,2.54,3.58,-3.58,-3.53,-1.03,-1.04,-1.03
183.95,2.50,3.58,2.50,3.58,-3.58,-3.54,-1.08,-1.09,-1.09
185.79,2.44,3.58,2.45,3.58,-3.58,-3.55,-1.14,-1.13,-1.14
187.65,2.41,3.59,2.40,3.58,-3.58,-3.56,-1.17,-1.19,-1.19
189.52,2.35,3.58,2.35,3.58,-3.58,-3.58,-1.23,-1.24,-1.23
191.42,2.29,3.56,2.30,3.58,-3.58,-3.60,-1.30,-1.28,-1.28
193.33,2.26,3.58,2.25,3.57,-3.59,-3.61,-1.33,-1.34,-1.32
195.27,2.21,3.58,2.20,3.58,-3.59,-3.63,-1.38,-1.38,-1.38
197.22,2.16,3.58,2.16,3.59,-3.58,-3.63,-1.43,-1.42,-1.42
199.19,2.12,3.58,2.12,3.58,-3.58,-3.63,-1.46,-1.46,-1.46
201.18,2.08,3.59,2.07,3.57,-3.56,-3.60,-1.49,-1.49,-1.51
203.19,2.03,3.55,2.03,3.55,-3.54,-3.58,-1.52,-1.52,-1.52
205.23,1.99,3.52,1.98,3.52,-3.52,-3.53,-1.53,-1.53,-1.54
207.28,1.94,3.49,1.94,3.49,-3.49,-3.49,-1.55,-1.54,-1.55
209.35,1.91,3.45,1.91,3.45,-3.45,-3.43,-1.54,-1.54,-1.54
211.44,1.88,3.40,1.87,3.40,-3.40,-3.38,-1.53,-1.53,-1.53
213.56,1.84,3.35,1.84,3.35,-3.36,-3.32,-1.52,-1.52,-1.52
215.69,1.80,3.30,1.80,3.30,-3.31,-3.27,-1.51,-1.51,-1.50
217.85,1.77,3.25,1.77,3.26,-3.26,-3.22,-1.50,-1.50,-1.48
220.03,1.75,3.22,1.74,3.22,-3.22,-3.17,-1.47,-1.48,-1.47
222.23,1.71,3.17,1.71,3.17,-3.17,-3.13,-1.46,-1.46,-1.47
224.45,1.70,3.14,1.69,3.13,-3.12,-3.09,-1.43,-1.43,-1.44
226.70,1.66,3.07,1.67,3.08,-3.08,-3.05,-1.42,-1.41,-1.41
228.96,1.66,3.04,1.65,3.04,-3.04,-3.02,-1.38,-1.39,-1.38
231.25,1.62,2.99,1.62,2.99,-2.99,-2.98,-1.37,-1.37,-1.37
233.57,1.61,2.95,1.61,2.95,-2.94,-2.95,-1.34,-1.34,-1.34
235.90,1.58,2.88,1.58,2.89,-2.89,-2.92,-1.32,-1.31,-1.31
238.26,1.57,2.86,1.56,2.85,-2.84,-2.89,-1.28,-1.28,-1.30
240.64,1.53,2.79,1.54,2.81,-2.79,-2.86,-1.27,-1.25,-1.27
243.05,1.53,2.77,1.51,2.75,-2.75,-2.83,-1.22,-1.23,-1.25
245.48,1.49,2.70,1.49,2.70,-2.70,-2.81,-1.22,-1.22,-1.21
247.93,1.45,2.64,1.46,2.66,-2.67,-2.78,-1.22,-1.21,-1.19
250.41,1.44,2.64,1.43,2.62,-2.64,-2.76,-1.21,-1.22,-1.20
252.92,1.40,2.61,1.39,2.61,-2.62,-2.74,-1.23,-1.23,-1.21
255.45,1.36,2.61,1.36,2.61,-2.61,-2.72,-1.26,-1.25,-1.25
258.00,1.33,2.61,1.33,2.61,-2.61,-2.70,-1.29,-1.29,-1.28
260.58,1.30,2.63,1.29,2.62,-2.62,-2.69,-1.32,-1.33,-1.33
263.19,1.25,2.64,1.25,2.64,-2.63,-2.67,-1.38,-1.37,-1.39
265.82,1.21,2.66,1.21,2.65,-2.64,-2.66,-1.43,-1.43,-1.45
268.48,1.17,2.66,1.16,2.65,-2.65,-2.65,-1.48,-1.49,-1.49
271.16,1.12,2.65,1.12,2.66,-2.66,-2.64,-1.55,-1.54,-1.53
273.87,1.08,2.66,1.08,2.67,-2.67,-2.64,-1.60,-1.59,-1.59
276.61,1.05,2.68,1.04,2.67,-2.68,-2.64,-1.63,-1.64,-1.64
279.38,1.01,2.68,1.01,2.68,-2.69,-2.64,-1.68,-1.68,-1.68
282.17,0.97,2.68,0.97,2.69,-2.69,-2.64,-1.72,-1.72,-1.72
284.99,0.94,2.69,0.94,2.69,-2.68,-2.64,-1.75,-1.75,-1.76
287.84,0.91,2.69,0.90,2.68,-2.68,-2.64,-1.77,-1.77,-1.78
290.72,0.88,2.67,0.88,2.67,-2.66,-2.64,-1.78,-1.78,-1.79
293.63,0.85,2.64,0.85,2.65,-2.64,-2.63,-1.79,-1.79,-1.79
296.57,0.84,2.63,0.83,2.62,-2.62,-2.61,-1.78,-1.79,-1.79
299.53,0.80,2.59,0.79,2.59,-2.59,-2.59,-1.79,-1.79,-1.79
302.53,0.76,2.55,0.76,2.56,-2.56,-2.56,-1.80,-1.80,-1.79
305.55,0.73,2.52,0.73,2.52,-2.53,-2.53,-1.80,-1.80,-1.80
308.61,0.71,2.50,0.70,2.50,-2.50,-2.50,-1.79,-1.80,-1.80
311.69,0.67,2.47,0.67,2.47,-2.48,-2.47,-1.81,-1.81,-1.80
314.81,0.64,2.45,0.64,2.45,-2.45,-2.44,-1.81,-1.81,-1.81
317.96,0.61,2.43,0.61,2.43,-2.43,-2.42,-1.83,-1.83,-1.82
321.14,0.58,2.41,0.58,2.41,-2.42,-2.41,-1.84,-1.84,-1.83
324.35,0.55,2.39,0.55,2.39,-2.40,-2.39,-1.85,-1.85,-1.84
327.59,0.52,2.36,0.51,2.37,-2.38,-2.38,-1.86,-1.86,-1.85
330.87,0.49,2.35,0.49,2.35,-2.35,-2.35,-1.87,-1.87,-1.87
334.18,0.46,2.33,0.46,2.33,-2.32,-2.32,-1.86,-1.86,-1.87
337.52,0.45,2.30,0.44,2.29,-2.28,-2.28,-1.83,-1.84,-1.85
340.90,0.41,2.23,0.42,2.24,-2.22,-2.21,-1.81,-1.80,-1.82
344.30,0.41,2.18,0.39,2.16,-2.14,-2.13,-1.74,-1.75,-1.77
347.75,0.36,2.05,0.37,2.07,-2.05,-2.04,-1.69,-1.68,-1.70
351.23,0.36,1.96,0.34,1.95,-1.94,-1.92,-1.58,-1.59,-1.60
354.74,0.32,1.83,0.32,1.83,-1.81,-1.81,-1.50,-1.50,-1.51
358.28,0.28,1.69,0.29,1.70,-1.68,-1.68,-1.41,-1.39,-1.41
361.87,0.27,1.58,0.26,1.56,-1.55,-1.56,-1.29,-1.30,-1.31
365.49,0.23,1.41,0.23,1.43,-1.43,-1.44,-1.21,-1.20,-1.19
369.14,0.21,1.30,0.21,1.31,-1.33,-1.34,-1.12,-1.12,-1.09
372.83,0.19,1.22,0.18,1.21,-1.25,-1.26,-1.06,-1.06,-1.03
376.56,0.15,1.15,0.16,1.16,-1.19,-1.20,-1.04,-1.03,-1.00
380.33,0.15,1.15,0.14,1.14,-1.17,-1.17,-1.02,-1.03,-1.00
384.13,0.11,1.14,0.11,1.15,-1.17,-1.16,-1.06,-1.06,-1.04
387.97,0.10,1.19,0.09,1.19,-1.20,-1.19,-1.10,-1.10,-1.09
391.85,0.06,1.24,0.07,1.25,-1.24,-1.23,-1.18,-1.18,-1.18
395.77,0.06,1.34,0.05,1.32,-1.30,-1.30,-1.24,-1.25,-1.28
399.73,0.02,1.38,0.02,1.39,-1.37,-1.37,-1.35,-1.35,-1.37
403.72,0.02,1.47,0.00,1.46,-1.45,-1.45,-1.43,-1.44,-1.46
407.76,-0.03,1.51,-0.02,1.52,-1.52,-1.53,-1.56,-1.54,-1.54
411.84,-0.03,1.59,-0.04,1.58,-1.60,-1.61,-1.64,-1.64,-1.62
415.96,-0.06,1.65,-0.06,1.65,-1.68,-1.69,-1.74,-1.74,-1.71
420.12,-0.07,1.73,-0.08,1.73,-1.74,-1.76,-1.82,-1.82,-1.81
424.32,-0.09,1.81,-0.09,1.81,-1.80,-1.80,-1.90,-1.89,-1.90
428.56,-0.11,1.86,-0.11,1.86,-1.85,-1.84,-1.96,-1.95,-1.97
432.85,-0.11,1.92,-0.13,1.90,-1.87,-1.84,-1.99,-2.00,-2.03
437.18,-0.16,1.89,-0.15,1.91,-1.88,-1.83,-2.04,-2.03,-2.06
441.55,-0.16,1.90,-0.17,1.89,-1.86,-1.79,-2.03,-2.04,-2.06
445.96,-0.19,1.84,-0.19,1.84,-1.83,-1.74,-2.02,-2.02,-2.03
450.42,-0.20,1.77,-0.20,1.78,-1.78,-1.68,-1.98,-1.98,-1.97
454.93,-0.20,1.71,-0.22,1.69,-1.71,-1.62,-1.91,-1.93,-1.92
459.48,-0.24,1.59,-0.23,1.62,-1.63,-1.55,-1.87,-1.86,-1.83
464.07,-0.24,1.54,-0.24,1.54,-1.55,-1.49,-1.79,-1.79,-1.78
