frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
30.08,-3.09,-6.99,-3.09,-6.99,6.99,6.99,3.90,3.90,3.90
30.38,-3.02,-6.91,-3.01,-6.91,6.91,6.90,3.89,3.89,3.89
30.68,-2.94,-6.83,-2.94,-6.82,6.82,6.81,3.88,3.89,3.89
30.99,-2.85,-6.73,-2.85,-6.74,6.74,6.73,3.89,3.88,3.88
31.30,-2.78,-6.65,-2.78,-6.65,6.65,6.65,3.87,3.88,3.87
31.61,-2.70,-6.57,-2.70,-6.57,6.57,6.56,3.87,3.87,3.87
31.93,-2.63,-6.49,-2.62,-6.49,6.49,6.49,3.86,3.86,3.86
32.24,-2.55,-6.40,-2.55,-6.40,6.41,6.41,3.86,3.86,3.85
32.57,-2.47,-6.32,-2.47,-6.32,6.33,6.34,3.86,3.85,3.85
32.89,-2.41,-6.25,-2.40,-6.25,6.25,6.26,3.84,3.85,3.84
33.22,-2.34,-6.17,-2.34,-6.17,6.18,6.19,3.84,3.84,3.83
33.55,-2.28,-6.11,-2.28,-6.10,6.10,6.11,3.82,3.83,3.83
33.89,-2.21,-6.03,-2.21,-6.03,6.03,6.03,3.82,3.82,3.82
34.23,-2.15,-5.96,-2.14,-5.96,5.95,5.95,3.80,3.81,3.81
34.57,-2.08,-5.88,-2.08,-5.88,5.88,5.87,3.80,3.80,3.80
34.92,-2.01,-5.80,-2.01,-5.80,5.80,5.79,3.79,3.79,3.79
35.27,-1.95,-5.73,-1.94,-5.72,5.73,5.71,3.78,3.79,3.78
35.62,-1.87,-5.64,-1.88,-5.65,5.65,5.64,3.78,3.77,3.77
35.97,-1.82,-5.58,-1.82,-5.58,5.58,5.57,3.76,3.76,3.76
36.33,-1.78,-5.53,-1.76,-5.51,5.51,5.50,3.73,3.75,3.75
36.70,-1.68,-5.42,-1.70,-5.44,5.44,5.44,3.76,3.74,3.74
37.06,-1.64,-5.37,-1.64,-5.37,5.38,5.38,3.74,3.74,3.73
37.43,-1.59,-5.31,-1.58,-5.31,5.31,5.32,3.72,3.73,3.72
37.81,-1.54,-5.25,-1.54,-5.25,5.25,5.26,3.71,3.71,3.71
38.19,-1.49,-5.19,-1.49,-5.19,5.18,5.20,3.70,3.70,3.70
38.57,-1.43,-5.12,-1.44,-5.13,5.12,5.14,3.69,3.68,3.69
38.95,-1.40,-5.08,-1.39,-5.07,5.06,5.08,3.66,3.67,3.68
39.34,-1.34,-5.00,-1.33,-5.00,5.00,5.01,3.66,3.66,3.66
39.74,-1.27,-4.92,-1.28,-4.93,4.93,4.94,3.67,3.66,3.65
40.14,-1.22,-4.86,-1.22,-4.86,4.87,4.87,3.65,3.65,3.64
40.54,-1.17,-4.80,-1.17,-4.80,4.80,4.80,3.64,3.63,3.63
40.94,-1.13,-4.75,-1.12,-4.74,4.74,4.72,3.61,3.62,3.62
41.35,-1.07,-4.68,-1.07,-4.68,4.67,4.65,3.61,3.61,3.61
41.76,-1.01,-4.61,-1.01,-4.61,4.61,4.58,3.60,3.60,3.60
42.18,-0.95,-4.54,-0.95,-4.54,4.55,4.52,3.60,3.60,3.59
42.60,-0.89,-4.47,-0.90,-4.48,4.48,4.45,3.59,3.59,3.58
43.03,-0.86,-4.43,-0.85,-4.42,4.42,4.40,3.56,3.57,3.57
43.46,-0.80,-4.35,-0.80,-4.35,4.35,4.34,3.55,3.55,3.55
43.90,-0.75,-4.28,-0.75,-4.29,4.28,4.28,3.53,3.53,3.53
44.33,-0.71,-4.22,-0.70,-4.21,4.21,4.22,3.51,3.51,3.51
44.78,-0.66,-4.15,-0.65,-4.15,4.15,4.16,3.49,3.49,3.49
45.23,-0.60,-4.07,-0.60,-4.07,4.08,4.10,3.48,3.48,3.47
45.68,-0.55,-4.01,-0.55,-4.01,4.02,4.04,3.47,3.46,3.46
46.13,-0.50,-3.94,-0.50,-3.95,3.95,3.97,3.45,3.45,3.44
46.60,-0.47,-3.90,-0.46,-3.89,3.89,3.90,3.42,3.43,3.43
47.06,-0.41,-3.82,-0.41,-3.83,3.83,3.83,3.42,3.41,3.41
47.53,-0.38,-3.77,-0.37,-3.77,3.77,3.76,3.39,3.39,3.39
48.01,-0.33,-3.71,-0.33,-3.71,3.71,3.69,3.38,3.37,3.38
48.49,-0.30,-3.65,-0.30,-3.65,3.65,3.62,3.35,3.34,3.35
48.97,-0.27,-3.59,-0.26,-3.59,3.58,3.56,3.32,3.32,3.32
49.46,-0.24,-3.53,-0.23,-3.52,3.52,3.50,3.28,3.29,3.29
49.96,-0.18,-3.44,-0.19,-3.45,3.46,3.44,3.28,3.27,3.26
50.46,-0.15,-3.39,-0.15,-3.39,3.39,3.38,3.25,3.24,3.24
50.96,-0.12,-3.34,-0.11,-3.33,3.33,3.33,3.21,3.22,3.22
51.47,-0.08,-3.27,-0.07,-3.27,3.27,3.28,3.19,3.20,3.19
51.99,-0.03,-3.20,-0.04,-3.21,3.21,3.22,3.18,3.17,3.17
52.51,0.00,-3.15,0.00,-3.15,3.15,3.17,3.15,3.15,3.15
53.03,0.03,-3.10,0.03,-3.09,3.10,3.12,3.13,3.13,3.13
53.56,0.06,-3.04,0.06,-3.04,3.04,3.07,3.10,3.10,3.10
54.10,0.09,-2.99,0.09,-2.99,2.99,3.01,3.08,3.08,3.08
54.64,0.11,-2.94,0.12,-2.94,2.94,2.96,3.05,3.05,3.05
55.18,0.15,-2.88,0.14,-2.88,2.89,2.91,3.04,3.03,3.03
55.74,0.16,-2.84,0.17,-2.84,2.84,2.86,3.00,3.01,3.00
56.29,0.19,-2.79,0.19,-2.79,2.80,2.81,2.99,2.98,2.98
56.86,0.20,-2.76,0.21,-2.75,2.75,2.75,2.95,2.96,2.96
57.42,0.23,-2.70,0.23,-2.71,2.71,2.70,2.94,2.94,2.93
58.00,0.25,-2.66,0.25,-2.67,2.67,2.65,2.92,2.91,2.91
58.58,0.25,-2.64,0.27,-2.63,2.62,2.60,2.87,2.89,2.89
59.16,0.30,-2.57,0.29,-2.58,2.58,2.56,2.88,2.87,2.87
59.76,0.30,-2.55,0.31,-2.54,2.53,2.51,2.83,2.84,2.85
60.35,0.34,-2.48,0.33,-2.49,2.49,2.46,2.83,2.82,2.82
60.96,0.34,-2.45,0.35,-2.44,2.44,2.42,2.78,2.79,2.79
61.57,0.37,-2.38,0.37,-2.38,2.39,2.38,2.76,2.76,2.75
62.18,0.39,-2.33,0.38,-2.34,2.34,2.33,2.74,2.72,2.72
62.80,0.39,-2.30,0.40,-2.29,2.30,2.29,2.69,2.69,2.69
63.43,0.39,-2.27,0.41,-2.25,2.25,2.25,2.65,2.67,2.66
64.07,0.44,-2.19,0.43,-2.21,2.21,2.21,2.65,2.64,2.63
64.71,0.44,-2.17,0.44,-2.17,2.17,2.17,2.61,2.61,2.61
65.35,0.44,-2.14,0.45,-2.13,2.13,2.14,2.58,2.58,2.58
66.01,0.44,-2.11,0.45,-2.10,2.10,2.10,2.54,2.55,2.55
66.67,0.47,-2.05,0.47,-2.06,2.06,2.06,2.53,2.52,2.52
67.33,0.48,-2.01,0.47,-2.02,2.02,2.02,2.50,2.49,2.49
68.01,0.48,-1.98,0.48,-1.98,1.98,1.99,2.46,2.46,2.46
68.69,0.48,-1.95,0.49,-1.94,1.94,1.95,2.42,2.43,2.43
69.37,0.51,-1.89,0.51,-1.89,1.89,1.91,2.41,2.40,2.40
70.07,0.53,-1.84,0.52,-1.85,1.85,1.88,2.38,2.37,2.37
70.77,0.53,-1.81,0.53,-1.81,1.80,1.84,2.34,2.34,2.34
71.48,0.53,-1.78,0.54,-1.77,1.76,1.80,2.29,2.30,2.31
72.19,0.55,-1.72,0.56,-1.72,1.72,1.76,2.27,2.27,2.27
72.91,0.58,-1.66,0.57,-1.67,1.67,1.72,2.26,2.24,2.24
73.64,0.58,-1.62,0.58,-1.62,1.63,1.68,2.22,2.22,2.20
74.38,0.58,-1.59,0.59,-1.58,1.59,1.64,2.18,2.18,2.17
75.12,0.58,-1.55,0.58,-1.55,1.56,1.60,2.14,2.14,2.13
75.87,0.58,-1.52,0.58,-1.52,1.52,1.56,2.10,2.10,2.10
76.63,0.58,-1.49,0.58,-1.49,1.48,1.52,2.06,2.06,2.07
77.40,0.58,-1.46,0.58,-1.46,1.44,1.47,2.03,2.03,2.04
78.17,0.58,-1.42,0.59,-1.42,1.41,1.43,1.99,2.00,2.00
78.95,0.60,-1.37,0.60,-1.37,1.37,1.38,1.97,1.97,1.97
79.74,0.62,-1.32,0.61,-1.32,1.33,1.34,1.95,1.95,1.94
80.54,0.62,-1.28,0.62,-1.28,1.29,1.29,1.92,1.92,1.90
81.35,0.62,-1.25,0.62,-1.25,1.25,1.24,1.88,1.88,1.87
82.16,0.62,-1.21,0.62,-1.21,1.21,1.19,1.84,1.84,1.83
82.98,0.62,-1.18,0.62,-1.18,1.17,1.14,1.80,1.80,1.80
83.81,0.62,-1.14,0.62,-1.14,1.13,1.09,1.76,1.75,1.76
84.65,0.62,-1.10,0.62,-1.10,1.09,1.04,1.72,1.72,1.72
85.50,0.62,-1.07,0.63,-1.06,1.05,0.99,1.67,1.69,1.69
86.35,0.65,-1.00,0.65,-1.00,1.01,0.94,1.66,1.66,1.65
87.22,0.67,-0.94,0.66,-0.95,0.96,0.88,1.63,1.62,1.61
88.09,0.67,-0.90,0.67,-0.90,0.91,0.83,1.58,1.58,1.57
88.97,0.67,-0.86,0.68,-0.86,0.85,0.77,1.53,1.53,1.53
89.86,0.67,-0.82,0.68,-0.81,0.80,0.72,1.47,1.48,1.49
90.76,0.71,-0.73,0.70,-0.74,0.74,0.66,1.45,1.44,1.44
91.66,0.72,-0.68,0.72,-0.68,0.68,0.60,1.40,1.40,1.40
92.58,0.75,-0.60,0.75,-0.61,0.61,0.55,1.36,1.36,1.35
93.51,0.76,-0.55,0.77,-0.54,0.54,0.49,1.30,1.31,1.31
94.44,0.81,-0.46,0.80,-0.47,0.47,0.43,1.28,1.26,1.27
95.39,0.82,-0.40,0.83,-0.39,0.39,0.37,1.21,1.22,1.22
96.34,0.85,-0.32,0.86,-0.31,0.31,0.31,1.16,1.17,1.17
97.30,0.90,-0.22,0.89,-0.24,0.24,0.25,1.14,1.12,1.12
98.28,0.90,-0.17,0.92,-0.16,0.16,0.19,1.07,1.08,1.07
99.26,0.95,-0.08,0.94,-0.09,0.09,0.13,1.05,1.04,1.03
100.25,0.95,-0.03,0.96,-0.02,0.02,0.07,0.98,0.99,0.98
101.25,0.99,0.06,0.98,0.05,-0.04,0.01,0.95,0.94,0.93
102.27,0.99,0.11,0.99,0.10,-0.11,-0.05,0.89,0.88,0.88
103.29,0.99,0.16,1.00,0.16,-0.17,-0.11,0.82,0.83,0.83
104.32,0.99,0.20,1.01,0.22,-0.23,-0.17,0.77,0.78,0.79
105.37,1.03,0.29,1.02,0.28,-0.28,-0.22,0.75,0.74,0.74
106.42,1.04,0.35,1.04,0.34,-0.34,-0.28,0.70,0.70,0.69
107.48,1.04,0.40,1.05,0.40,-0.39,-0.34,0.65,0.65,0.64
108.56,1.04,0.45,1.04,0.45,-0.45,-0.40,0.60,0.60,0.59
109.64,1.04,0.50,1.04,0.50,-0.50,-0.46,0.54,0.54,0.54
110.74,1.04,0.55,1.04,0.55,-0.55,-0.52,0.49,0.49,0.49
111.85,1.04,0.60,1.04,0.60,-0.61,-0.58,0.43,0.43,0.44
112.97,1.04,0.66,1.04,0.66,-0.66,-0.64,0.38,0.38,0.38
114.10,1.04,0.71,1.04,0.71,-0.71,-0.69,0.33,0.33,0.33
115.24,1.04,0.77,1.04,0.77,-0.77,-0.75,0.28,0.28,0.27
116.39,1.04,0.82,1.04,0.82,-0.82,-0.81,0.22,0.22,0.22
117.55,1.04,0.88,1.04,0.88,-0.87,-0.86,0.17,0.17,0.16
118.73,1.04,0.93,1.04,0.93,-0.93,-0.92,0.11,0.11,0.11
119.92,1.04,0.98,1.04,0.98,-0.98,-0.97,0.06,0.06,0.06
121.12,1.04,1.03,1.04,1.03,-1.03,-1.03,0.01,0.01,0.01
122.33,1.04,1.08,1.04,1.08,-1.08,-1.08,-0.04,-0.04,-0.04
123.55,1.04,1.13,1.04,1.13,-1.13,-1.13,-0.09,-0.09,-0.09
124.79,1.04,1.18,1.04,1.18,-1.18,-1.19,-0.14,-0.14,-0.14
126.03,1.04,1.23,1.04,1.23,-1.23,-1.24,-0.19,-0.19,-0.19
127.29,1.04,1.28,1.04,1.28,-1.29,-1.29,-0.24,-0.24,-0.24
128.57,1.04,1.34,1.04,1.34,-1.34,-1.34,-0.29,-0.29,-0.30
129.85,1.04,1.39,1.04,1.39,-1.39,-1.39,-0.34,-0.34,-0.35
131.15,1.04,1.44,1.04,1.44,-1.44,-1.44,-0.39,-0.39,-0.40
132.46,1.04,1.49,1.04,1.49,-1.49,-1.48,-0.44,-0.44,-0.45
133.79,1.04,1.53,1.04,1.53,-1.53,-1.53,-0.49,-0.49,-0.49
135.12,1.04,1.58,1.04,1.58,-1.58,-1.58,-0.54,-0.54,-0.54
136.48,1.04,1.62,1.04,1.62,-1.63,-1.62,-0.58,-0.58,-0.58
137.84,1.04,1.67,1.04,1.67,-1.67,-1.67,-0.63,-0.63,-0.63
139.22,1.04,1.72,1.04,1.72,-1.71,-1.71,-0.67,-0.67,-0.68
140.61,1.04,1.76,1.04,1.76,-1.76,-1.75,-0.71,-0.71,-0.72
142.02,1.04,1.79,1.04,1.79,-1.80,-1.79,-0.75,-0.75,-0.75
143.44,1.04,1.83,1.04,1.83,-1.83,-1.83,-0.79,-0.79,-0.79
144.87,1.04,1.87,1.04,1.87,-1.87,-1.88,-0.83,-0.82,-0.83
146.32,1.04,1.91,1.04,1.91,-1.90,-1.91,-0.86,-0.86,-0.87
147.78,1.04,1.94,1.04,1.94,-1.93,-1.95,-0.89,-0.89,-0.90
149.26,1.03,1.97,1.03,1.96,-1.96,-1.99,-0.93,-0.94,-0.94
150.75,1.00,1.98,1.01,1.99,-1.99,-2.03,-0.99,-0.98,-0.98
152.26,0.99,2.01,1.00,2.01,-2.03,-2.06,-1.03,-1.03,-1.02
153.78,0.99,2.05,0.99,2.05,-2.06,-2.10,-1.07,-1.07,-1.06
155.32,0.99,2.09,0.99,2.09,-2.09,-2.13,-1.10,-1.10,-1.10
156.88,0.99,2.13,0.99,2.13,-2.13,-2.16,-1.13,-1.13,-1.14
158.44,0.99,2.17,0.99,2.17,-2.16,-2.19,-1.17,-1.17,-1.18
160.03,0.99,2.21,0.98,2.20,-2.20,-2.23,-1.20,-1.21,-1.22
161.63,0.97,2.23,0.97,2.23,-2.23,-2.26,-1.26,-1.26,-1.26
163.24,0.95,2.25,0.96,2.25,-2.26,-2.29,-1.31,-1.30,-1.30
164.88,0.95,2.28,0.96,2.29,-2.29,-2.31,-1.34,-1.33,-1.33
166.53,0.95,2.32,0.95,2.32,-2.32,-2.34,-1.36,-1.37,-1.37
168.19,0.95,2.36,0.94,2.35,-2.34,-2.37,-1.39,-1.40,-1.41
169.87,0.91,2.36,0.92,2.37,-2.37,-2.39,-1.46,-1.45,-1.45
171.57,0.90,2.39,0.91,2.39,-2.40,-2.42,-1.50,-1.49,-1.49
173.29,0.90,2.42,0.90,2.42,-2.43,-2.44,-1.53,-1.53,-1.52
175.02,0.90,2.46,0.90,2.46,-2.46,-2.46,-1.55,-1.55,-1.56
176.77,0.90,2.50,0.89,2.49,-2.48,-2.49,-1.58,-1.59,-1.60
178.54,0.87,2.51,0.88,2.51,-2.51,-2.51,-1.64,-1.64,-1.64
180.32,0.85,2.53,0.86,2.54,-2.54,-2.53,-1.69,-1.68,-1.68
182.13,0.85,2.56,0.85,2.56,-2.56,-2.55,-1.71,-1.72,-1.71
183.95,0.85,2.60,0.84,2.59,-2.59,-2.56,-1.74,-1.75,-1.75
185.79,0.82,2.60,0.83,2.61,-2.61,-2.58,-1.79,-1.77,-1.78
187.65,0.81,2.63,0.81,2.63,-2.63,-2.60,-1.81,-1.81,-1.82
189.52,0.81,2.66,0.80,2.64,-2.64,-2.61,-1.83,-1.85,-1.85
191.42,0.76,2.64,0.78,2.66,-2.66,-2.62,-1.90,-1.88,-1.88
193.33,0.76,2.67,0.76,2.66,-2.67,-2.63,-1.91,-1.91,-1.91
195.27,0.73,2.67,0.73,2.67,-2.68,-2.64,-1.94,-1.94,-1.94
197.22,0.72,2.69,0.72,2.69,-2.68,-2.65,-1.96,-1.96,-1.97
199.19,0.69,2.69,0.69,2.69,-2.68,-2.66,-1.99,-1.99,-2.00
201.18,0.67,2.69,0.67,2.69,-2.69,-2.66,-2.01,-2.02,-2.02
203.19,0.63,2.67,0.64,2.68,-2.69,-2.67,-2.05,-2.04,-2.04
205.23,0.62,2.68,0.62,2.68,-2.68,-2.67,-2.06,-2.06,-2.06
207.28,0.61,2.68,0.61,2.68,-2.68,-2.67,-2.07,-2.07,-2.07
209.35,0.58,2.67,0.59,2.68,-2.68,-2.67,-2.09,-2.09,-2.09
211.44,0.58,2.69,0.57,2.67,-2.67,-2.66,-2.09,-2.10,-2.11
213.56,0.53,2.65,0.55,2.66,-2.66,-2.66,-2.13,-2.11,-2.12
215.69,0.53,2.65,0.53,2.65,-2.65,-2.65,-2.12,-2.12,-2.12
217.85,0.52,2.65,0.51,2.64,-2.64,-2.64,-2.12,-2.13,-2.13
220.03,0.48,2.62,0.49,2.63,-2.63,-2.63,-2.15,-2.13,-2.14
222.23,0.48,2.63,0.47,2.62,-2.61,-2.62,-2.13,-2.14,-2.15
224.45,0.44,2.59,0.45,2.60,-2.60,-2.61,-2.15,-2.15,-2.15
226.70,0.44,2.59,0.43,2.58,-2.58,-2.59,-2.14,-2.15,-2.15
228.96,0.39,2.54,0.41,2.55,-2.56,-2.57,-2.17,-2.15,-2.15
231.25,0.39,2.53,0.39,2.54,-2.54,-2.55,-2.14,-2.14,-2.14
233.57,0.39,2.53,0.37,2.51,-2.52,-2.53,-2.12,-2.14,-2.14
235.90,0.35,2.49,0.37,2.50,-2.49,-2.51,-2.14,-2.13,-2.14
238.26,0.34,2.47,0.35,2.47,-2.47,-2.49,-2.13,-2.13,-2.13
240.64,0.34,2.46,0.33,2.44,-2.45,-2.46,-2.11,-2.13,-2.12
243.05,0.30,2.41,0.31,2.42,-2.43,-2.43,-2.13,-2.11,-2.11
245.48,0.30,2.40,0.31,2.41,-2.41,-2.41,-2.10,-2.10,-2.10
247.93,0.30,2.39,0.30,2.38,-2.38,-2.38,-2.08,-2.08,-2.09
250.41,0.30,2.38,0.29,2.36,-2.35,-2.35,-2.05,-2.07,-2.08
252.92,0.25,2.31,0.27,2.33,-2.33,-2.32,-2.07,-2.06,-2.06
255.45,0.25,2.29,0.26,2.30,-2.30,-2.29,-2.05,-2.04,-2.04
258.00,0.25,2.28,0.24,2.27,-2.27,-2.26,-2.02,-2.03,-2.03
260.58,0.24,2.25,0.23,2.24,-2.24,-2.23,-2.00,-2.01,-2.01
263.19,0.20,2.19,0.22,2.21,-2.21,-2.19,-2.00,-1.99,-1.99
265.82,0.20,2.17,0.20,2.17,-2.18,-2.16,-1.97,-1.97,-1.97
268.48,0.20,2.15,0.19,2.14,-2.14,-2.13,-1.94,-1.95,-1.95
271.16,0.18,2.11,0.18,2.11,-2.11,-2.09,-1.93,-1.93,-1.93
273.87,0.16,2.07,0.17,2.08,-2.08,-2.06,-1.92,-1.90,-1.91
276.61,0.16,2.05,0.16,2.05,-2.05,-2.03,-1.88,-1.89,-1.89
279.38,0.16,2.03,0.14,2.01,-2.01,-1.99,-1.85,-1.87,-1.87
282.17,0.11,1.96,0.13,1.98,-1.98,-1.96,-1.86,-1.84,-1.85
284.99,0.11,1.94,0.11,1.94,-1.94,-1.93,-1.83,-1.83,-1.83
287.84,0.11,1.92,0.09,1.90,-1.91,-1.89,-1.79,-1.82,-1.81
290.72,0.06,1.85,0.08,1.87,-1.87,-1.86,-1.81,-1.79,-1.79
293.63,0.06,1.83,0.06,1.83,-1.83,-1.82,-1.77,-1.77,-1.77
296.57,0.06,1.81,0.04,1.79,-1.80,-1.79,-1.74,-1.75,-1.75
299.53,0.02,1.75,0.04,1.77,-1.76,-1.75,-1.74,-1.72,-1.73
302.53,0.02,1.73,0.02,1.73,-1.72,-1.72,-1.70,-1.70,-1.71
305.55,0.02,1.70,0.00,1.68,-1.68,-1.68,-1.66,-1.68,-1.68
308.61,-0.03,1.63,-0.01,1.65,-1.64,-1.65,-1.67,-1.65,-1.66
311.69,-0.03,1.60,-0.03,1.60,-1.60,-1.61,-1.63,-1.63,-1.63
314.81,-0.03,1.57,-0.05,1.55,-1.56,-1.58,-1.59,-1.61,-1.60
317.96,-0.08,1.50,-0.06,1.52,-1.52,-1.54,-1.60,-1.58,-1.58
321.14,-0.08,1.48,-0.08,1.48,-1.48,-1.50,-1.56,-1.56,-1.56
324.35,-0.08,1.46,-0.10,1.44,-1.45,-1.47,-1.53,-1.54,-1.54
327.59,-0.12,1.40,-0.10,1.41,-1.41,-1.43,-1.53,-1.52,-1.52
330.87,-0.12,1.38,-0.11,1.39,-1.38,-1.39,-1.50,-1.49,-1.50
334.18,-0.12,1.36,-0.12,1.35,-1.35,-1.36,-1.47,-1.47,-1.48
337.52,-0.12,1.34,-0.13,1.32,-1.32,-1.32,-1.44,-1.45,-1.46
340.90,-0.17,1.27,-0.15,1.29,-1.29,-1.29,-1.46,-1.44,-1.44
344.30,-0.17,1.25,-0.16,1.26,-1.26,-1.25,-1.42,-1.42,-1.42
347.75,-0.17,1.23,-0.17,1.22,-1.22,-1.22,-1.39,-1.40,-1.40
351.23,-0.17,1.21,-0.18,1.20,-1.19,-1.19,-1.36,-1.37,-1.38
354.74,-0.20,1.16,-0.19,1.17,-1.17,-1.16,-1.36,-1.36,-1.36
358.28,-0.22,1.13,-0.21,1.13,-1.14,-1.13,-1.36,-1.35,-1.35
361.87,-0.22,1.11,-0.22,1.11,-1.12,-1.11,-1.33,-1.34,-1.33
365.49,-0.22,1.09,-0.22,1.09,-1.10,-1.09,-1.31,-1.32,-1.31
369.14,-0.22,1.08,-0.22,1.08,-1.08,-1.07,-1.30,-1.30,-1.30
372.83,-0.22,1.06,-0.22,1.06,-1.06,-1.05,-1.28,-1.28,-1.28
376.56,-0.22,1.05,-0.22,1.05,-1.04,-1.03,-1.26,-1.26,-1.27
380.33,-0.22,1.03,-0.22,1.03,-1.03,-1.02,-1.25,-1.25,-1.25
384.13,-0.22,1.02,-0.22,1.02,-1.01,-1.01,-1.23,-1.23,-1.24
387.97,-0.23,1.00,-0.23,1.00,-0.99,-1.00,-1.22,-1.22,-1.23
391.85,-0.24,0.98,-0.23,0.98,-0.98,-0.99,-1.21,-1.21,-1.22
395.77,-0.24,0.96,-0.24,0.96,-0.96,-0.97,-1.20,-1.20,-1.20
399.73,-0.26,0.93,-0.25,0.94,-0.94,-0.96,-1.20,-1.19,-1.19
403.72,-0.26,0.92,-0.26,0.92,-0.93,-0.95,-1.18,-1.18,-1.18
407.76,-0.26,0.91,-0.26,0.91,-0.91,-0.94,-1.17,-1.17,-1.17
411.84,-0.26,0.90,-0.26,0.90,-0.90,-0.92,-1.16,-1.16,-1.16
415.96,-0.26,0.89,-0.26,0.89,-0.89,-0.91,-1.15,-1.15,-1.15
420.12,-0.26,0.88,-0.26,0.88,-0.88,-0.90,-1.14,-1.14,-1.14
424.32,-0.26,0.87,-0.26,0.87,-0.87,-0.88,-1.13,-1.13,-1.13
428.56,-0.26,0.86,-0.26,0.86,-0.86,-0.87,-1.12,-1.12,-1.12
432.85,-0.26,0.85,-0.26,0.85,-0.85,-0.85,-1.11,-1.11,-1.11
437.18,-0.26,0.84,-0.26,0.84,-0.84,-0.84,-1.09,-1.09,-1.10
441.55,-0.26,0.82,-0.26,0.82,-0.82,-0.82,-1.08,-1.08,-1.08
445.96,-0.26,0.81,-0.26,0.81,-0.81,-0.81,-1.07,-1.07,-1.07
450.42,-0.26,0.80,-0.26,0.80,-0.80,-0.79,-1.06,-1.06,-1.06
