frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
30.38,-12.50,-16.19,-12.51,-16.20,16.20,16.14,3.70,3.69,3.69
30.68,-12.38,-16.07,-12.39,-16.08,16.08,16.02,3.70,3.69,3.69
30.99,-12.28,-15.96,-12.27,-15.95,15.96,15.91,3.68,3.69,3.68
31.30,-12.15,-15.82,-12.16,-15.84,15.84,15.80,3.68,3.67,3.67
31.61,-12.05,-15.72,-12.04,-15.71,15.71,15.68,3.66,3.67,3.67
31.93,-11.92,-15.58,-11.93,-15.59,15.58,15.56,3.66,3.66,3.66
32.24,-11.80,-15.45,-11.80,-15.46,15.46,15.44,3.66,3.65,3.65
32.57,-11.69,-15.34,-11.68,-15.33,15.33,15.32,3.64,3.65,3.65
32.89,-11.55,-15.19,-11.56,-15.20,15.20,15.20,3.65,3.64,3.64
33.22,-11.44,-15.07,-11.43,-15.07,15.07,15.07,3.63,3.63,3.63
33.55,-11.30,-14.93,-11.30,-14.93,14.93,14.95,3.63,3.63,3.63
33.89,-11.18,-14.80,-11.18,-14.80,14.80,14.82,3.62,3.62,3.62
34.23,-11.05,-14.66,-11.05,-14.66,14.66,14.69,3.61,3.61,3.61
34.57,-10.92,-14.52,-10.92,-14.52,14.52,14.55,3.60,3.60,3.60
34.92,-10.80,-14.39,-10.79,-14.38,14.38,14.42,3.58,3.59,3.59
35.27,-10.65,-14.23,-10.66,-14.24,14.24,14.28,3.59,3.58,3.58
35.62,-10.53,-14.10,-10.53,-14.10,14.10,14.14,3.57,3.57,3.57
35.97,-10.40,-13.96,-10.40,-13.96,13.96,14.00,3.56,3.56,3.56
36.33,-10.26,-13.81,-10.27,-13.82,13.82,13.86,3.56,3.55,3.55
36.70,-10.15,-13.69,-10.14,-13.68,13.68,13.72,3.53,3.54,3.54
37.06,-10.01,-13.54,-10.02,-13.55,13.55,13.57,3.54,3.53,3.53
37.43,-9.90,-13.42,-9.89,-13.41,13.41,13.43,3.51,3.52,3.52
37.81,-9.76,-13.27,-9.76,-13.27,13.27,13.29,3.51,3.51,3.51
38.19,-9.64,-13.14,-9.64,-13.14,13.14,13.15,3.50,3.50,3.50
38.57,-9.51,-13.00,-9.51,-13.00,13.01,13.01,3.50,3.49,3.49
38.95,-9.40,-12.88,-9.40,-12.87,12.87,12.87,3.47,3.48,3.48
39.34,-9.27,-12.73,-9.27,-12.74,12.74,12.74,3.47,3.46,3.46
39.74,-9.16,-12.61,-9.16,-12.61,12.60,12.60,3.44,3.45,3.45
40.14,-9.03,-12.47,-9.03,-12.47,12.47,12.47,3.44,3.44,3.44
40.54,-8.91,-12.34,-8.91,-12.34,12.34,12.34,3.43,3.43,3.43
40.94,-8.78,-12.20,-8.79,-12.21,12.21,12.21,3.43,3.42,3.42
41.35,-8.67,-12.08,-8.67,-12.08,12.08,12.09,3.41,3.42,3.41
41.76,-8.55,-11.95,-8.55,-11.95,11.96,11.96,3.41,3.41,3.40
42.18,-8.43,-11.82,-8.44,-11.83,11.83,11.84,3.40,3.40,3.39
42.60,-8.33,-11.71,-8.33,-11.71,11.71,11.71,3.38,3.38,3.38
43.03,-8.22,-11.59,-8.22,-11.59,11.58,11.59,3.36,3.36,3.37
43.46,-8.12,-11.47,-8.12,-11.47,11.45,11.46,3.33,3.34,3.35
43.90,-7.99,-11.32,-8.00,-11.33,11.32,11.33,3.33,3.32,3.33
44.33,-7.89,-11.20,-7.88,-11.19,11.19,11.20,3.30,3.31,3.31
44.78,-7.75,-11.04,-7.76,-11.05,11.05,11.07,3.30,3.30,3.29
45.23,-7.64,-10.91,-7.64,-10.91,10.92,10.94,3.28,3.28,3.27
45.68,-7.52,-10.78,-7.52,-10.78,10.78,10.81,3.26,3.26,3.26
46.13,-7.41,-10.65,-7.41,-10.65,10.65,10.67,3.24,3.24,3.24
46.60,-7.29,-10.52,-7.28,-10.51,10.52,10.54,3.23,3.23,3.23
47.06,-7.16,-10.37,-7.17,-10.38,10.39,10.40,3.23,3.22,3.21
47.53,-7.06,-10.25,-7.07,-10.26,10.26,10.27,3.20,3.19,3.19
48.01,-6.98,-10.16,-6.97,-10.14,10.14,10.13,3.16,3.17,3.18
48.49,-6.88,-10.03,-6.88,-10.03,10.02,10.00,3.14,3.14,3.15
48.97,-6.77,-9.89,-6.78,-9.90,9.90,9.87,3.13,3.12,3.12
49.46,-6.69,-9.78,-6.69,-9.78,9.78,9.74,3.09,3.10,3.09
49.96,-6.61,-9.67,-6.60,-9.67,9.67,9.61,3.06,3.07,3.06
50.46,-6.51,-9.55,-6.52,-9.56,9.56,9.49,3.05,3.04,3.04
50.96,-6.44,-9.46,-6.43,-9.45,9.45,9.38,3.01,3.02,3.02
51.47,-6.34,-9.33,-6.35,-9.34,9.34,9.27,3.00,3.00,2.99
51.99,-6.27,-9.24,-6.27,-9.24,9.24,9.17,2.97,2.97,2.97
52.51,-6.18,-9.13,-6.19,-9.14,9.14,9.07,2.95,2.95,2.95
53.03,-6.12,-9.05,-6.11,-9.04,9.04,8.98,2.91,2.92,2.93
53.56,-6.03,-8.93,-6.03,-8.94,8.93,8.89,2.90,2.90,2.90
54.10,-5.96,-8.84,-5.96,-8.84,8.83,8.81,2.87,2.87,2.88
54.64,-5.88,-8.73,-5.88,-8.74,8.73,8.74,2.85,2.85,2.85
55.18,-5.81,-8.64,-5.81,-8.64,8.64,8.67,2.82,2.83,2.83
55.74,-5.74,-8.54,-5.74,-8.54,8.54,8.60,2.80,2.80,2.80
56.29,-5.66,-8.44,-5.67,-8.45,8.45,8.54,2.79,2.78,2.78
56.86,-5.61,-8.37,-5.60,-8.36,8.36,8.48,2.75,2.76,2.76
57.42,-5.54,-8.27,-5.55,-8.28,8.28,8.42,2.74,2.74,2.73
58.00,-5.49,-8.20,-5.50,-8.21,8.21,8.36,2.72,2.72,2.71
58.58,-5.46,-8.15,-5.45,-8.14,8.15,8.30,2.69,2.70,2.69
59.16,-5.41,-8.08,-5.42,-8.09,8.09,8.24,2.68,2.67,2.67
59.76,-5.39,-8.04,-5.39,-8.04,8.04,8.18,2.65,2.65,2.65
60.35,-5.39,-8.01,-5.38,-8.00,8.00,8.12,2.61,2.62,2.62
60.96,-5.36,-7.95,-5.38,-7.97,7.97,8.06,2.61,2.59,2.59
61.57,-5.39,-7.94,-5.38,-7.93,7.94,7.99,2.55,2.56,2.55
62.18,-5.39,-7.91,-5.39,-7.91,7.92,7.92,2.53,2.53,2.52
62.80,-5.39,-7.88,-5.41,-7.90,7.91,7.85,2.52,2.50,2.49
63.43,-5.43,-7.89,-5.42,-7.88,7.89,7.77,2.46,2.47,2.46
64.07,-5.43,-7.86,-5.43,-7.87,7.87,7.69,2.44,2.43,2.43
64.71,-5.43,-7.84,-5.44,-7.84,7.84,7.61,2.40,2.40,2.41
65.35,-5.43,-7.81,-5.43,-7.81,7.79,7.52,2.36,2.36,2.38
66.01,-5.40,-7.75,-5.40,-7.75,7.73,7.43,2.33,2.33,2.35
66.67,-5.35,-7.67,-5.34,-7.66,7.65,7.33,2.29,2.30,2.32
67.33,-5.25,-7.54,-5.26,-7.55,7.54,7.23,2.29,2.28,2.29
68.01,-5.17,-7.43,-5.16,-7.42,7.42,7.13,2.25,2.25,2.26
68.69,-5.04,-7.27,-5.04,-7.27,7.27,7.02,2.23,2.23,2.23
69.37,-4.91,-7.11,-4.91,-7.11,7.11,6.91,2.20,2.20,2.20
70.07,-4.76,-6.93,-4.76,-6.93,6.93,6.80,2.17,2.17,2.17
70.77,-4.60,-6.74,-4.60,-6.74,6.74,6.68,2.14,2.14,2.14
71.48,-4.44,-6.55,-4.44,-6.55,6.55,6.56,2.11,2.10,2.11
72.19,-4.28,-6.35,-4.28,-6.35,6.35,6.44,2.07,2.07,2.07
72.91,-4.12,-6.16,-4.12,-6.15,6.16,6.31,2.04,2.04,2.04
73.64,-3.95,-5.95,-3.96,-5.96,5.97,6.18,2.02,2.01,2.00
74.38,-3.81,-5.78,-3.81,-5.78,5.79,6.05,1.98,1.98,1.97
75.12,-3.68,-5.61,-3.68,-5.61,5.63,5.91,1.94,1.95,1.93
75.87,-3.56,-5.46,-3.56,-5.46,5.47,5.77,1.91,1.91,1.90
76.63,-3.45,-5.32,-3.45,-5.32,5.32,5.64,1.87,1.87,1.87
77.40,-3.35,-5.19,-3.35,-5.18,5.18,5.49,1.83,1.84,1.84
78.17,-3.25,-5.05,-3.26,-5.06,5.06,5.35,1.81,1.80,1.80
78.95,-3.17,-4.94,-3.17,-4.94,4.94,5.21,1.77,1.77,1.77
79.74,-3.10,-4.84,-3.09,-4.82,4.83,5.06,1.73,1.74,1.74
80.54,-3.00,-4.70,-3.01,-4.72,4.72,4.91,1.72,1.70,1.70
81.35,-2.94,-4.61,-2.94,-4.61,4.61,4.77,1.67,1.67,1.67
82.16,-2.88,-4.51,-2.87,-4.51,4.50,4.62,1.62,1.63,1.63
82.98,-2.81,-4.41,-2.81,-4.40,4.39,4.47,1.58,1.59,1.60
83.81,-2.72,-4.28,-2.73,-4.29,4.28,4.32,1.56,1.55,1.56
84.65,-2.66,-4.18,-2.65,-4.18,4.17,4.17,1.51,1.52,1.52
85.50,-2.56,-4.05,-2.57,-4.06,4.06,4.03,1.50,1.49,1.49
86.35,-2.50,-3.95,-2.49,-3.94,3.94,3.88,1.44,1.45,1.45
87.22,-2.40,-3.81,-2.41,-3.82,3.83,3.74,1.43,1.41,1.41
88.09,-2.34,-3.71,-2.34,-3.71,3.71,3.59,1.37,1.37,1.37
88.97,-2.27,-3.60,-2.26,-3.59,3.59,3.45,1.32,1.33,1.33
89.86,-2.18,-3.47,-2.19,-3.48,3.47,3.31,1.29,1.28,1.29
90.76,-2.11,-3.35,-2.11,-3.35,3.35,3.18,1.24,1.25,1.24
91.66,-2.03,-3.23,-2.03,-3.23,3.24,3.05,1.21,1.20,1.20
92.58,-1.96,-3.11,-1.96,-3.12,3.11,2.92,1.15,1.15,1.15
93.51,-1.89,-3.00,-1.89,-3.00,2.99,2.80,1.10,1.11,1.11
94.44,-1.81,-2.88,-1.81,-2.88,2.87,2.68,1.06,1.06,1.07
95.39,-1.73,-2.75,-1.73,-2.75,2.75,2.56,1.02,1.02,1.02
96.34,-1.66,-2.63,-1.65,-2.62,2.63,2.45,0.96,0.97,0.97
97.30,-1.57,-2.49,-1.58,-2.50,2.50,2.35,0.93,0.92,0.92
98.28,-1.51,-2.38,-1.51,-2.38,2.38,2.25,0.87,0.87,0.87
99.26,-1.44,-2.27,-1.44,-2.26,2.27,2.15,0.82,0.83,0.83
100.25,-1.37,-2.15,-1.37,-2.15,2.15,2.06,0.78,0.78,0.78
101.25,-1.30,-2.03,-1.31,-2.04,2.04,1.97,0.74,0.74,0.73
102.27,-1.25,-1.93,-1.25,-1.93,1.94,1.89,0.69,0.69,0.68
103.29,-1.21,-1.84,-1.20,-1.84,1.84,1.81,0.63,0.64,0.63
104.32,-1.16,-1.75,-1.16,-1.75,1.74,1.74,0.58,0.58,0.59
105.37,-1.11,-1.65,-1.12,-1.66,1.65,1.67,0.54,0.53,0.54
106.42,-1.08,-1.57,-1.07,-1.56,1.56,1.60,0.48,0.48,0.49
107.48,-1.03,-1.47,-1.03,-1.47,1.47,1.54,0.44,0.44,0.44
108.56,-0.99,-1.38,-0.99,-1.38,1.38,1.48,0.39,0.39,0.39
109.64,-0.95,-1.29,-0.95,-1.29,1.29,1.42,0.34,0.34,0.34
110.74,-0.92,-1.21,-0.92,-1.21,1.21,1.37,0.29,0.29,0.29
111.85,-0.89,-1.13,-0.89,-1.13,1.13,1.32,0.24,0.23,0.24
112.97,-0.88,-1.06,-0.87,-1.05,1.05,1.27,0.17,0.18,0.18
114.10,-0.84,-0.97,-0.85,-0.98,0.98,1.22,0.14,0.13,0.13
115.24,-0.84,-0.91,-0.84,-0.91,0.92,1.18,0.08,0.08,0.07
116.39,-0.84,-0.86,-0.84,-0.86,0.86,1.13,0.02,0.02,0.02
117.55,-0.84,-0.80,-0.85,-0.81,0.82,1.09,-0.02,-0.03,-0.04
118.73,-0.88,-0.79,-0.87,-0.78,0.78,1.05,-0.10,-0.08,-0.09
119.92,-0.88,-0.74,-0.89,-0.75,0.76,1.01,-0.12,-0.14,-0.14
121.12,-0.94,-0.75,-0.93,-0.74,0.74,0.97,-0.20,-0.19,-0.19
122.33,-0.97,-0.73,-0.97,-0.73,0.74,0.93,-0.23,-0.24,-0.24
123.55,-1.03,-0.74,-1.03,-0.74,0.74,0.89,-0.29,-0.29,-0.29
124.79,-1.08,-0.74,-1.08,-0.74,0.75,0.85,-0.33,-0.34,-0.34
126.03,-1.14,-0.75,-1.15,-0.76,0.76,0.81,-0.39,-0.39,-0.39
127.29,-1.22,-0.78,-1.21,-0.77,0.77,0.77,-0.45,-0.45,-0.44
128.57,-1.27,-0.77,-1.28,-0.78,0.78,0.73,-0.49,-0.50,-0.50
129.85,-1.34,-0.79,-1.33,-0.78,0.78,0.69,-0.56,-0.55,-0.55
131.15,-1.38,-0.78,-1.38,-0.78,0.79,0.66,-0.60,-0.60,-0.60
132.46,-1.42,-0.77,-1.43,-0.78,0.78,0.62,-0.64,-0.65,-0.65
133.79,-1.47,-0.78,-1.46,-0.77,0.76,0.58,-0.71,-0.70,-0.69
135.12,-1.49,-0.75,-1.49,-0.75,0.74,0.54,-0.75,-0.75,-0.74
136.48,-1.49,-0.71,-1.50,-0.72,0.70,0.50,-0.79,-0.80,-0.78
137.84,-1.49,-0.66,-1.49,-0.66,0.66,0.46,-0.83,-0.84,-0.83
139.22,-1.49,-0.61,-1.48,-0.60,0.60,0.42,-0.89,-0.87,-0.88
140.61,-1.44,-0.52,-1.46,-0.54,0.54,0.38,-0.90,-0.91,-0.92
142.02,-1.43,-0.48,-1.43,-0.48,0.47,0.34,-0.96,-0.96,-0.95
143.44,-1.40,-0.41,-1.40,-0.40,0.40,0.30,-1.00,-0.99,-0.99
144.87,-1.37,-0.34,-1.37,-0.34,0.33,0.26,-1.04,-1.04,-1.03
146.32,-1.32,-0.25,-1.33,-0.26,0.26,0.22,-1.06,-1.07,-1.07
147.78,-1.31,-0.21,-1.30,-0.20,0.20,0.18,-1.11,-1.10,-1.10
149.26,-1.27,-0.13,-1.28,-0.14,0.15,0.14,-1.12,-1.13,-1.14
150.75,-1.27,-0.09,-1.27,-0.09,0.10,0.10,-1.17,-1.17,-1.18
152.26,-1.27,-0.05,-1.27,-0.05,0.06,0.06,-1.21,-1.21,-1.22
153.78,-1.27,-0.01,-1.28,-0.02,0.03,0.02,-1.24,-1.25,-1.26
155.32,-1.31,-0.01,-1.30,-0.00,0.01,-0.02,-1.30,-1.29,-1.30
156.88,-1.34,-0.00,-1.34,0.00,0.00,-0.06,-1.34,-1.33,-1.34
158.44,-1.37,0.01,-1.38,0.00,0.00,-0.09,-1.37,-1.38,-1.38
160.03,-1.42,-0.00,-1.42,0.00,-0.00,-0.13,-1.42,-1.42,-1.42
161.63,-1.46,-0.00,-1.46,-0.00,-0.00,-0.17,-1.46,-1.46,-1.46
163.24,-1.49,0.01,-1.50,-0.00,-0.01,-0.21,-1.50,-1.51,-1.50
164.88,-1.53,-0.00,-1.52,0.01,-0.03,-0.24,-1.56,-1.55,-1.53
166.53,-1.53,0.04,-1.53,0.04,-0.05,-0.28,-1.58,-1.58,-1.57
168.19,-1.53,0.08,-1.54,0.07,-0.09,-0.31,-1.62,-1.62,-1.61
169.87,-1.53,0.12,-1.53,0.12,-0.13,-0.35,-1.66,-1.66,-1.65
171.57,-1.51,0.18,-1.51,0.18,-0.18,-0.38,-1.69,-1.69,-1.69
173.29,-1.49,0.23,-1.49,0.24,-0.24,-0.41,-1.73,-1.73,-1.72
175.02,-1.45,0.31,-1.46,0.30,-0.30,-0.44,-1.75,-1.76,-1.76
176.77,-1.44,0.36,-1.43,0.37,-0.36,-0.48,-1.80,-1.79,-1.80
178.54,-1.41,0.43,-1.41,0.43,-0.42,-0.51,-1.83,-1.83,-1.84
180.32,-1.40,0.48,-1.40,0.47,-0.46,-0.54,-1.87,-1.87,-1.88
182.13,-1.40,0.51,-1.39,0.52,-0.51,-0.56,-1.91,-1.90,-1.91
183.95,-1.40,0.55,-1.40,0.55,-0.54,-0.59,-1.94,-1.94,-1.95
185.79,-1.40,0.58,-1.41,0.57,-0.56,-0.62,-1.96,-1.97,-1.98
187.65,-1.44,0.58,-1.43,0.59,-0.58,-0.64,-2.02,-2.01,-2.02
189.52,-1.44,0.61,-1.46,0.59,-0.60,-0.67,-2.04,-2.05,-2.05
191.42,-1.49,0.59,-1.48,0.60,-0.61,-0.69,-2.10,-2.09,-2.08
193.33,-1.49,0.62,-1.49,0.62,-0.63,-0.72,-2.12,-2.12,-2.11
195.27,-1.49,0.65,-1.50,0.64,-0.65,-0.74,-2.14,-2.15,-2.14
197.22,-1.51,0.66,-1.50,0.67,-0.67,-0.76,-2.18,-2.17,-2.17
199.19,-1.50,0.70,-1.50,0.69,-0.70,-0.78,-2.20,-2.20,-2.20
201.18,-1.49,0.73,-1.49,0.73,-0.73,-0.80,-2.22,-2.22,-2.22
203.19,-1.48,0.76,-1.47,0.77,-0.77,-0.82,-2.25,-2.24,-2.24
205.23,-1.44,0.82,-1.45,0.81,-0.81,-0.83,-2.25,-2.26,-2.26
207.28,-1.42,0.85,-1.42,0.85,-0.86,-0.85,-2.28,-2.28,-2.27
209.35,-1.39,0.90,-1.39,0.91,-0.90,-0.87,-2.29,-2.29,-2.29
211.44,-1.36,0.95,-1.36,0.95,-0.94,-0.88,-2.30,-2.30,-2.31
213.56,-1.31,1.01,-1.32,0.99,-0.99,-0.89,-2.30,-2.31,-2.32
215.69,-1.30,1.02,-1.29,1.03,-1.03,-0.90,-2.33,-2.32,-2.32
217.85,-1.27,1.06,-1.27,1.06,-1.06,-0.91,-2.33,-2.33,-2.33
220.03,-1.25,1.09,-1.25,1.08,-1.09,-0.93,-2.34,-2.35,-2.34
222.23,-1.23,1.12,-1.23,1.12,-1.12,-0.93,-2.35,-2.35,-2.35
224.45,-1.22,1.13,-1.21,1.14,-1.14,-0.94,-2.36,-2.35,-2.35
226.70,-1.18,1.17,-1.19,1.16,-1.15,-0.95,-2.33,-2.34,-2.35
228.96,-1.18,1.17,-1.18,1.16,-1.16,-0.95,-2.34,-2.34,-2.35
231.25,-1.18,1.16,-1.18,1.17,-1.16,-0.96,-2.34,-2.34,-2.34
233.57,-1.18,1.16,-1.18,1.16,-1.16,-0.96,-2.34,-2.34,-2.34
235.90,-1.18,1.16,-1.18,1.16,-1.16,-0.97,-2.34,-2.34,-2.34
238.26,-1.18,1.15,-1.18,1.15,-1.15,-0.97,-2.33,-2.33,-2.33
240.64,-1.18,1.14,-1.18,1.14,-1.14,-0.97,-2.32,-2.32,-2.32
243.05,-1.18,1.13,-1.18,1.13,-1.13,-0.97,-2.31,-2.31,-2.31
245.48,-1.18,1.12,-1.18,1.12,-1.12,-0.97,-2.30,-2.30,-2.30
247.93,-1.18,1.11,-1.18,1.11,-1.11,-0.97,-2.29,-2.29,-2.29
250.41,-1.18,1.10,-1.18,1.10,-1.10,-0.96,-2.28,-2.28,-2.28
252.92,-1.18,1.08,-1.18,1.08,-1.08,-0.96,-2.27,-2.27,-2.26
255.45,-1.18,1.06,-1.18,1.07,-1.07,-0.95,-2.25,-2.25,-2.24
258.00,-1.18,1.05,-1.17,1.06,-1.06,-0.95,-2.24,-2.23,-2.23
260.58,-1.14,1.07,-1.15,1.06,-1.05,-0.94,-2.19,-2.20,-2.21
263.19,-1.14,1.05,-1.14,1.05,-1.04,-0.93,-2.18,-2.18,-2.19
265.82,-1.14,1.03,-1.14,1.03,-1.03,-0.92,-2.17,-2.17,-2.17
268.48,-1.14,1.01,-1.14,1.01,-1.01,-0.92,-2.16,-2.15,-2.15
271.16,-1.14,0.99,-1.13,1.00,-1.00,-0.90,-2.14,-2.14,-2.13
273.87,-1.12,0.99,-1.13,0.98,-0.99,-0.89,-2.11,-2.11,-2.11
276.61,-1.12,0.97,-1.12,0.97,-0.97,-0.88,-2.09,-2.09,-2.09
279.38,-1.12,0.95,-1.12,0.95,-0.95,-0.87,-2.07,-2.06,-2.07
282.17,-1.12,0.93,-1.12,0.93,-0.93,-0.85,-2.05,-2.05,-2.05
284.99,-1.12,0.91,-1.13,0.90,-0.90,-0.84,-2.02,-2.03,-2.03
287.84,-1.14,0.87,-1.13,0.88,-0.88,-0.82,-2.02,-2.01,-2.01
290.72,-1.14,0.85,-1.14,0.85,-0.85,-0.80,-1.99,-1.99,-1.99
293.63,-1.14,0.83,-1.15,0.82,-0.82,-0.78,-1.96,-1.97,-1.97
296.57,-1.17,0.78,-1.16,0.79,-0.78,-0.76,-1.95,-1.94,-1.95
299.53,-1.18,0.75,-1.18,0.75,-0.75,-0.74,-1.93,-1.93,-1.93
302.53,-1.18,0.73,-1.20,0.71,-0.71,-0.72,-1.89,-1.91,-1.91
305.55,-1.23,0.65,-1.22,0.67,-0.67,-0.70,-1.90,-1.89,-1.88
308.61,-1.23,0.63,-1.22,0.63,-0.63,-0.67,-1.86,-1.86,-1.86
311.69,-1.23,0.60,-1.24,0.59,-0.60,-0.64,-1.83,-1.83,-1.83
314.81,-1.23,0.57,-1.24,0.56,-0.56,-0.62,-1.79,-1.81,-1.80
317.96,-1.27,0.51,-1.26,0.52,-0.53,-0.59,-1.80,-1.79,-1.78
321.14,-1.27,0.49,-1.27,0.49,-0.50,-0.55,-1.77,-1.76,-1.76
324.35,-1.27,0.47,-1.28,0.46,-0.46,-0.52,-1.74,-1.74,-1.74
327.59,-1.27,0.45,-1.28,0.44,-0.43,-0.48,-1.70,-1.71,-1.72
330.87,-1.31,0.39,-1.30,0.40,-0.40,-0.44,-1.71,-1.69,-1.70
334.18,-1.31,0.37,-1.32,0.36,-0.36,-0.40,-1.67,-1.67,-1.68
337.52,-1.34,0.32,-1.34,0.32,-0.32,-0.36,-1.66,-1.66,-1.66
340.90,-1.36,0.28,-1.36,0.28,-0.28,-0.31,-1.64,-1.64,-1.64
344.30,-1.40,0.22,-1.39,0.23,-0.23,-0.26,-1.63,-1.63,-1.62
347.75,-1.42,0.18,-1.42,0.18,-0.19,-0.21,-1.61,-1.61,-1.60
351.23,-1.45,0.13,-1.45,0.13,-0.13,-0.15,-1.58,-1.58,-1.58
354.74,-1.48,0.08,-1.48,0.08,-0.08,-0.09,-1.56,-1.56,-1.56
358.28,-1.51,0.04,-1.52,0.03,-0.02,-0.03,-1.53,-1.54,-1.55
361.87,-1.57,-0.04,-1.57,-0.04,0.05,0.04,-1.52,-1.52,-1.53
365.49,-1.63,-0.12,-1.62,-0.11,0.12,0.11,-1.51,-1.51,-1.51
369.14,-1.68,-0.18,-1.69,-0.19,0.20,0.19,-1.49,-1.50,-1.50
372.83,-1.76,-0.28,-1.76,-0.27,0.28,0.27,-1.48,-1.48,-1.48
376.56,-1.83,-0.36,-1.83,-0.36,0.36,0.36,-1.47,-1.47,-1.47
380.33,-1.89,-0.44,-1.90,-0.45,0.45,0.44,-1.44,-1.46,-1.45
384.13,-1.98,-0.54,-1.97,-0.53,0.53,0.53,-1.45,-1.44,-1.44
387.97,-2.05,-0.62,-2.04,-0.62,0.61,0.61,-1.44,-1.43,-1.43
391.85,-2.10,-0.68,-2.11,-0.69,0.69,0.69,-1.41,-1.42,-1.42
395.77,-2.16,-0.76,-2.16,-0.76,0.76,0.77,-1.40,-1.40,-1.40
399.73,-2.21,-0.82,-2.22,-0.82,0.82,0.84,-1.39,-1.39,-1.39
403.72,-2.26,-0.88,-2.26,-0.88,0.88,0.90,-1.38,-1.38,-1.38
407.76,-2.31,-0.94,-2.30,-0.93,0.92,0.95,-1.39,-1.38,-1.37
411.84,-2.31,-0.95,-2.33,-0.97,0.96,0.98,-1.35,-1.37,-1.36
415.96,-2.35,-1.00,-2.34,-0.99,0.99,1.01,-1.37,-1.36,-1.35
420.12,-2.35,-1.01,-2.35,-1.01,1.01,1.03,-1.34,-1.34,-1.34
