frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
33.89,-1.96,-10.35,-1.98,-10.36,10.36,10.30,8.40,8.39,8.39
34.23,-1.86,-10.24,-1.86,-10.24,10.24,10.19,8.38,8.38,8.38
34.57,-1.75,-10.12,-1.75,-10.12,10.13,10.09,8.37,8.37,8.36
34.92,-1.65,-10.00,-1.65,-10.00,10.01,9.98,8.35,8.35,8.35
35.27,-1.55,-9.89,-1.55,-9.89,9.89,9.87,8.33,8.34,8.34
35.62,-1.44,-9.77,-1.45,-9.77,9.77,9.77,8.33,8.32,8.33
35.97,-1.34,-9.65,-1.34,-9.65,9.65,9.66,8.31,8.31,8.31
36.33,-1.24,-9.54,-1.24,-9.54,9.54,9.55,8.30,8.30,8.30
36.70,-1.13,-9.42,-1.14,-9.42,9.42,9.45,8.29,8.29,8.29
37.06,-1.03,-9.30,-1.03,-9.30,9.30,9.34,8.27,8.27,8.27
37.43,-0.93,-9.19,-0.93,-9.19,9.19,9.23,8.26,8.26,8.26
37.81,-0.82,-9.07,-0.83,-9.07,9.07,9.12,8.25,8.24,8.25
38.19,-0.72,-8.96,-0.72,-8.96,8.95,9.01,8.23,8.23,8.23
38.57,-0.62,-8.84,-0.62,-8.83,8.84,8.90,8.21,8.22,8.22
38.95,-0.51,-8.72,-0.52,-8.72,8.72,8.79,8.21,8.20,8.20
39.34,-0.41,-8.59,-0.42,-8.60,8.61,8.68,8.19,8.19,8.18
39.74,-0.33,-8.50,-0.32,-8.49,8.49,8.56,8.16,8.17,8.17
40.14,-0.23,-8.39,-0.23,-8.38,8.38,8.45,8.14,8.15,8.15
40.54,-0.12,-8.26,-0.14,-8.27,8.27,8.33,8.14,8.13,8.14
40.94,-0.04,-8.16,-0.04,-8.16,8.16,8.22,8.11,8.12,8.12
41.35,0.06,-8.05,0.06,-8.05,8.05,8.10,8.11,8.11,8.11
41.76,0.16,-7.93,0.16,-7.94,7.94,7.98,8.10,8.10,8.09
42.18,0.25,-7.83,0.25,-7.83,7.83,7.86,8.08,8.08,8.08
42.60,0.35,-7.71,0.34,-7.73,7.73,7.74,8.07,8.06,8.06
43.03,0.41,-7.64,0.42,-7.62,7.62,7.62,8.02,8.04,8.05
43.46,0.51,-7.51,0.50,-7.52,7.51,7.50,8.01,8.01,8.02
43.90,0.60,-7.40,0.59,-7.41,7.40,7.39,7.99,7.99,7.99
44.33,0.67,-7.30,0.68,-7.28,7.29,7.27,7.95,7.97,7.97
44.78,0.78,-7.16,0.77,-7.17,7.18,7.15,7.95,7.94,7.94
45.23,0.86,-7.06,0.86,-7.06,7.07,7.03,7.92,7.92,7.91
45.68,0.94,-6.96,0.94,-6.95,6.96,6.92,7.89,7.90,7.90
46.13,1.04,-6.83,1.03,-6.85,6.85,6.81,7.88,7.87,7.87
46.60,1.10,-6.76,1.11,-6.74,6.74,6.70,7.83,7.85,7.85
47.06,1.21,-6.62,1.19,-6.63,6.63,6.59,7.84,7.82,7.82
47.53,1.27,-6.53,1.27,-6.53,6.52,6.48,7.79,7.79,7.80
48.01,1.36,-6.42,1.35,-6.42,6.41,6.37,7.77,7.77,7.78
48.49,1.43,-6.31,1.43,-6.31,6.30,6.27,7.73,7.73,7.74
48.97,1.51,-6.19,1.51,-6.19,6.19,6.16,7.70,7.70,7.70
49.46,1.59,-6.07,1.58,-6.08,6.08,6.06,7.67,7.66,7.66
49.96,1.66,-5.96,1.66,-5.97,5.97,5.96,7.63,7.63,7.62
50.46,1.73,-5.86,1.73,-5.86,5.86,5.85,7.59,7.59,7.59
50.96,1.81,-5.75,1.80,-5.75,5.75,5.75,7.56,7.56,7.56
51.47,1.88,-5.64,1.88,-5.65,5.65,5.65,7.52,7.52,7.52
51.99,1.95,-5.54,1.95,-5.54,5.54,5.55,7.48,7.49,7.49
52.51,2.02,-5.44,2.02,-5.44,5.43,5.45,7.45,7.45,7.46
53.03,2.10,-5.33,2.09,-5.33,5.33,5.35,7.42,7.42,7.42
53.56,2.17,-5.22,2.17,-5.22,5.22,5.25,7.39,7.39,7.38
54.10,2.24,-5.11,2.23,-5.11,5.11,5.15,7.35,7.35,7.35
54.64,2.30,-5.01,2.30,-5.01,5.01,5.05,7.30,7.31,7.31
55.18,2.37,-4.91,2.37,-4.90,4.90,4.95,7.27,7.27,7.27
55.74,2.44,-4.79,2.43,-4.80,4.80,4.85,7.24,7.23,7.23
56.29,2.51,-4.69,2.50,-4.70,4.70,4.74,7.21,7.20,7.19
56.86,2.55,-4.61,2.56,-4.60,4.60,4.64,7.15,7.16,7.16
57.42,2.62,-4.50,2.61,-4.50,4.51,4.54,7.12,7.12,7.11
58.00,2.68,-4.40,2.67,-4.41,4.41,4.43,7.09,7.08,7.08
58.58,2.72,-4.33,2.72,-4.32,4.31,4.33,7.03,7.04,7.04
59.16,2.78,-4.23,2.78,-4.23,4.22,4.22,7.00,7.00,7.01
59.76,2.84,-4.13,2.84,-4.13,4.12,4.12,6.96,6.96,6.97
60.35,2.90,-4.02,2.89,-4.03,4.03,4.02,6.93,6.92,6.92
60.96,2.94,-3.93,2.94,-3.93,3.93,3.92,6.87,6.87,6.87
61.57,2.98,-3.84,2.98,-3.83,3.84,3.81,6.81,6.82,6.81
62.18,3.03,-3.74,3.02,-3.74,3.74,3.72,6.77,6.76,6.76
62.80,3.07,-3.64,3.07,-3.64,3.65,3.62,6.71,6.71,6.71
63.43,3.11,-3.55,3.11,-3.55,3.55,3.52,6.66,6.67,6.66
64.07,3.16,-3.45,3.15,-3.46,3.46,3.43,6.62,6.61,6.61
64.71,3.19,-3.38,3.19,-3.38,3.38,3.34,6.56,6.57,6.57
65.35,3.22,-3.30,3.23,-3.29,3.29,3.25,6.51,6.52,6.52
66.01,3.27,-3.20,3.26,-3.21,3.20,3.17,6.47,6.46,6.46
66.67,3.29,-3.12,3.29,-3.12,3.12,3.08,6.40,6.40,6.41
67.33,3.31,-3.05,3.32,-3.04,3.03,3.00,6.34,6.35,6.35
68.01,3.35,-2.95,3.35,-2.95,2.95,2.92,6.30,6.30,6.30
68.69,3.39,-2.86,3.38,-2.86,2.87,2.84,6.26,6.25,6.24
69.37,3.40,-2.79,3.40,-2.78,2.79,2.77,6.19,6.19,6.19
70.07,3.43,-2.70,3.42,-2.71,2.71,2.69,6.13,6.13,6.13
70.77,3.44,-2.63,3.44,-2.63,2.63,2.62,6.06,6.07,6.07
71.48,3.46,-2.56,3.46,-2.55,2.55,2.54,6.00,6.00,6.01
72.19,3.48,-2.47,3.47,-2.48,2.47,2.47,5.95,5.94,5.94
72.91,3.48,-2.41,3.49,-2.39,2.39,2.40,5.87,5.88,5.88
73.64,3.51,-2.30,3.51,-2.31,2.31,2.33,5.82,5.82,5.81
74.38,3.53,-2.22,3.52,-2.23,2.24,2.25,5.76,5.76,5.75
75.12,3.53,-2.15,3.53,-2.16,2.16,2.18,5.69,5.68,5.68
75.87,3.53,-2.09,3.53,-2.09,2.08,2.10,5.61,5.61,5.62
76.63,3.53,-2.02,3.54,-2.01,2.01,2.03,5.53,5.55,5.55
77.40,3.57,-1.92,3.55,-1.93,1.93,1.95,5.50,5.48,5.49
78.17,3.57,-1.85,3.56,-1.85,1.85,1.87,5.42,5.42,5.41
78.95,3.57,-1.78,3.58,-1.77,1.77,1.79,5.34,5.35,5.35
79.74,3.58,-1.70,3.58,-1.69,1.69,1.71,5.27,5.28,5.28
80.54,3.61,-1.60,3.59,-1.62,1.61,1.63,5.22,5.20,5.20
81.35,3.61,-1.53,3.61,-1.53,1.52,1.55,5.13,5.13,5.14
82.16,3.61,-1.45,3.63,-1.43,1.44,1.46,5.04,5.06,5.06
82.98,3.66,-1.33,3.64,-1.35,1.35,1.37,5.00,4.98,4.99
83.81,3.66,-1.25,3.66,-1.25,1.26,1.28,4.91,4.91,4.91
84.65,3.66,-1.17,3.67,-1.16,1.17,1.19,4.82,4.84,4.83
85.50,3.70,-1.06,3.68,-1.08,1.07,1.10,4.77,4.75,4.76
86.35,3.70,-0.98,3.70,-0.98,0.98,1.01,4.68,4.68,4.68
87.22,3.70,-0.90,3.71,-0.88,0.89,0.91,4.58,4.60,4.60
88.09,3.74,-0.78,3.72,-0.79,0.79,0.82,4.53,4.51,4.51
88.97,3.74,-0.69,3.73,-0.70,0.69,0.72,4.43,4.43,4.43
89.86,3.74,-0.61,3.74,-0.60,0.60,0.62,4.33,4.34,4.35
90.76,3.75,-0.51,3.75,-0.50,0.50,0.53,4.25,4.25,4.25
91.66,3.78,-0.39,3.77,-0.40,0.40,0.43,4.18,4.17,4.17
92.58,3.79,-0.29,3.78,-0.30,0.30,0.33,4.09,4.09,4.07
93.51,3.79,-0.20,3.79,-0.20,0.21,0.23,4.00,4.00,3.99
94.44,3.79,-0.12,3.79,-0.11,0.11,0.13,3.90,3.90,3.90
95.39,3.79,-0.02,3.79,-0.02,0.02,0.03,3.80,3.80,3.81
96.34,3.79,0.07,3.79,0.07,-0.08,-0.07,3.71,3.71,3.71
97.30,3.79,0.17,3.79,0.17,-0.17,-0.18,3.62,3.62,3.62
98.28,3.79,0.27,3.79,0.26,-0.26,-0.28,3.52,3.52,3.52
99.26,3.79,0.35,3.79,0.36,-0.36,-0.38,3.43,3.43,3.43
100.25,3.79,0.45,3.79,0.45,-0.45,-0.48,3.33,3.33,3.34
101.25,3.79,0.55,3.79,0.55,-0.55,-0.58,3.24,3.24,3.24
102.27,3.79,0.65,3.79,0.65,-0.64,-0.68,3.14,3.14,3.14
103.29,3.79,0.74,3.79,0.74,-0.74,-0.78,3.05,3.05,3.04
104.32,3.79,0.83,3.79,0.83,-0.83,-0.88,2.95,2.95,2.96
105.37,3.79,0.93,3.79,0.93,-0.93,-0.98,2.86,2.86,2.86
106.42,3.79,1.03,3.79,1.02,-1.03,-1.07,2.76,2.76,2.76
107.48,3.79,1.12,3.79,1.12,-1.12,-1.17,2.66,2.66,2.66
108.56,3.79,1.22,3.79,1.22,-1.22,-1.26,2.57,2.57,2.57
109.64,3.79,1.32,3.79,1.32,-1.32,-1.36,2.47,2.47,2.47
110.74,3.79,1.41,3.79,1.42,-1.42,-1.45,2.37,2.37,2.37
111.85,3.79,1.51,3.79,1.51,-1.52,-1.55,2.27,2.27,2.28
112.97,3.79,1.62,3.79,1.62,-1.62,-1.64,2.17,2.17,2.17
114.10,3.79,1.71,3.79,1.72,-1.71,-1.73,2.08,2.08,2.07
115.24,3.79,1.82,3.78,1.81,-1.81,-1.82,1.98,1.98,1.97
116.39,3.78,1.91,3.77,1.90,-1.90,-1.90,1.88,1.87,1.87
117.55,3.74,1.97,3.75,1.99,-1.99,-1.99,1.75,1.77,1.76
118.73,3.74,2.07,3.74,2.07,-2.07,-2.08,1.66,1.67,1.67
119.92,3.74,2.16,3.73,2.15,-2.16,-2.16,1.58,1.57,1.57
121.12,3.72,2.24,3.72,2.24,-2.24,-2.24,1.48,1.48,1.48
122.33,3.70,2.31,3.70,2.32,-2.32,-2.32,1.38,1.39,1.39
123.55,3.70,2.40,3.69,2.39,-2.40,-2.40,1.30,1.29,1.29
124.79,3.67,2.47,3.68,2.48,-2.48,-2.48,1.19,1.20,1.20
126.03,3.66,2.55,3.66,2.55,-2.55,-2.55,1.10,1.11,1.11
127.29,3.66,2.64,3.64,2.63,-2.63,-2.63,1.03,1.01,1.01
128.57,3.61,2.69,3.62,2.71,-2.71,-2.70,0.90,0.92,0.91
129.85,3.61,2.78,3.60,2.78,-2.78,-2.77,0.83,0.82,0.82
131.15,3.59,2.85,3.59,2.85,-2.85,-2.84,0.73,0.73,0.73
132.46,3.57,2.92,3.57,2.93,-2.92,-2.91,0.64,0.65,0.64
133.79,3.57,3.00,3.56,2.99,-2.99,-2.98,0.57,0.56,0.56
135.12,3.53,3.05,3.54,3.06,-3.06,-3.04,0.46,0.48,0.48
136.48,3.53,3.13,3.52,3.12,-3.13,-3.10,0.40,0.39,0.40
137.84,3.50,3.19,3.50,3.19,-3.19,-3.16,0.30,0.31,0.31
139.22,3.48,3.25,3.48,3.25,-3.25,-3.22,0.22,0.23,0.22
140.61,3.48,3.33,3.47,3.31,-3.31,-3.28,0.17,0.15,0.15
142.02,3.44,3.35,3.45,3.37,-3.36,-3.33,0.07,0.08,0.08
143.44,3.44,3.43,3.43,3.42,-3.42,-3.39,0.02,0.01,0.01
144.87,3.40,3.46,3.40,3.47,-3.46,-3.44,-0.07,-0.06,-0.06
146.32,3.38,3.51,3.38,3.51,-3.51,-3.49,-0.13,-0.13,-0.14
147.78,3.35,3.55,3.34,3.55,-3.55,-3.54,-0.20,-0.21,-0.20
149.26,3.31,3.58,3.32,3.59,-3.59,-3.58,-0.28,-0.28,-0.27
150.75,3.29,3.63,3.28,3.62,-3.63,-3.63,-0.34,-0.35,-0.34
152.26,3.26,3.67,3.25,3.67,-3.67,-3.67,-0.41,-0.42,-0.41
153.78,3.22,3.70,3.22,3.71,-3.71,-3.71,-0.49,-0.48,-0.48
155.32,3.20,3.75,3.20,3.75,-3.75,-3.75,-0.55,-0.55,-0.55
156.88,3.17,3.79,3.16,3.78,-3.78,-3.79,-0.61,-0.62,-0.62
158.44,3.14,3.82,3.13,3.82,-3.81,-3.82,-0.68,-0.68,-0.69
160.03,3.09,3.84,3.10,3.85,-3.85,-3.86,-0.76,-0.75,-0.75
161.63,3.06,3.88,3.06,3.88,-3.88,-3.89,-0.82,-0.82,-0.82
163.24,3.03,3.91,3.02,3.90,-3.91,-3.92,-0.88,-0.89,-0.89
164.88,2.98,3.92,2.99,3.93,-3.93,-3.95,-0.95,-0.95,-0.94
166.53,2.95,3.95,2.95,3.95,-3.95,-3.97,-1.01,-1.01,-1.00
168.19,2.92,3.98,2.91,3.98,-3.98,-4.00,-1.06,-1.07,-1.07
169.87,2.87,4.00,2.87,4.00,-4.00,-4.02,-1.13,-1.12,-1.13
171.57,2.84,4.03,2.83,4.02,-4.02,-4.04,-1.18,-1.19,-1.19
173.29,2.78,4.02,2.78,4.03,-4.03,-4.06,-1.26,-1.25,-1.24
175.02,2.74,4.04,2.74,4.05,-4.05,-4.07,-1.31,-1.31,-1.31
176.77,2.70,4.06,2.69,4.06,-4.06,-4.09,-1.36,-1.37,-1.37
178.54,2.65,4.07,2.65,4.07,-4.07,-4.10,-1.42,-1.42,-1.43
180.32,2.60,4.08,2.60,4.08,-4.08,-4.11,-1.48,-1.48,-1.49
182.13,2.55,4.08,2.54,4.08,-4.08,-4.12,-1.54,-1.54,-1.53
183.95,2.50,4.09,2.50,4.09,-4.09,-4.13,-1.59,-1.59,-1.59
185.79,2.44,4.08,2.45,4.09,-4.09,-4.14,-1.65,-1.64,-1.64
187.65,2.41,4.10,2.40,4.09,-4.09,-4.14,-1.68,-1.70,-1.70
189.52,2.35,4.09,2.35,4.09,-4.09,-4.14,-1.74,-1.74,-1.74
191.42,2.29,4.08,2.30,4.09,-4.09,-4.14,-1.80,-1.79,-1.79
193.33,2.26,4.09,2.25,4.08,-4.09,-4.14,-1.83,-1.84,-1.83
195.27,2.21,4.09,2.20,4.09,-4.09,-4.14,-1.88,-1.88,-1.88
197.22,2.16,4.08,2.16,4.09,-4.08,-4.14,-1.93,-1.92,-1.92
199.19,2.12,4.09,2.12,4.08,-4.08,-4.13,-1.96,-1.96,-1.97
201.18,2.08,4.08,2.07,4.08,-4.07,-4.12,-1.99,-2.00,-2.00
203.19,2.03,4.06,2.03,4.06,-4.06,-4.11,-2.04,-2.03,-2.04
205.23,1.99,4.06,1.98,4.05,-4.05,-4.10,-2.07,-2.07,-2.07
207.28,1.94,4.03,1.94,4.04,-4.04,-4.09,-2.11,-2.10,-2.09
209.35,1.91,4.03,1.91,4.03,-4.03,-4.08,-2.12,-2.12,-2.12
211.44,1.88,4.03,1.87,4.02,-4.02,-4.06,-2.14,-2.15,-2.15
213.56,1.84,4.01,1.84,4.01,-4.01,-4.04,-2.17,-2.17,-2.18
215.69,1.80,3.98,1.80,3.99,-3.99,-4.03,-2.20,-2.19,-2.19
217.85,1.77,3.97,1.77,3.98,-3.98,-4.00,-2.22,-2.21,-2.21
220.03,1.75,3.97,1.74,3.97,-3.97,-3.98,-2.22,-2.23,-2.23
222.23,1.71,3.95,1.71,3.96,-3.96,-3.96,-2.25,-2.24,-2.25
224.45,1.70,3.95,1.69,3.95,-3.94,-3.94,-2.25,-2.25,-2.26
226.70,1.66,3.92,1.67,3.93,-3.93,-3.91,-2.27,-2.27,-2.27
228.96,1.66,3.93,1.65,3.92,-3.92,-3.88,-2.26,-2.27,-2.27
231.25,1.62,3.89,1.62,3.90,-3.90,-3.86,-2.29,-2.28,-2.27
233.57,1.61,3.89,1.61,3.89,-3.89,-3.83,-2.28,-2.28,-2.28
235.90,1.58,3.87,1.58,3.86,-3.87,-3.80,-2.29,-2.29,-2.29
238.26,1.57,3.85,1.56,3.85,-3.85,-3.77,-2.28,-2.28,-2.29
240.64,1.53,3.81,1.54,3.82,-3.82,-3.73,-2.29,-2.28,-2.28
243.05,1.53,3.81,1.51,3.79,-3.79,-3.70,-2.27,-2.28,-2.28
245.48,1.49,3.76,1.49,3.77,-3.76,-3.66,-2.28,-2.28,-2.28
247.93,1.45,3.72,1.46,3.74,-3.73,-3.63,-2.28,-2.27,-2.27
250.41,1.44,3.71,1.43,3.69,-3.69,-3.59,-2.26,-2.27,-2.27
252.92,1.40,3.65,1.39,3.65,-3.65,-3.55,-2.26,-2.26,-2.26
255.45,1.36,3.60,1.36,3.61,-3.61,-3.51,-2.25,-2.24,-2.24
258.00,1.33,3.57,1.33,3.56,-3.56,-3.48,-2.23,-2.24,-2.24
260.58,1.30,3.52,1.29,3.51,-3.51,-3.43,-2.21,-2.22,-2.22
263.19,1.25,3.46,1.25,3.46,-3.46,-3.39,-2.21,-2.21,-2.21
265.82,1.21,3.40,1.21,3.40,-3.40,-3.35,-2.19,-2.19,-2.20
268.48,1.17,3.35,1.16,3.34,-3.35,-3.31,-2.18,-2.18,-2.18
271.16,1.12,3.28,1.12,3.29,-3.29,-3.27,-2.17,-2.17,-2.16
273.87,1.08,3.23,1.08,3.23,-3.23,-3.22,-2.16,-2.15,-2.15
276.61,1.05,3.18,1.04,3.18,-3.18,-3.18,-2.13,-2.14,-2.13
279.38,1.01,3.13,1.01,3.12,-3.12,-3.13,-2.12,-2.12,-2.12
282.17,0.97,3.07,0.97,3.07,-3.07,-3.09,-2.11,-2.10,-2.10
284.99,0.94,3.02,0.94,3.02,-3.03,-3.04,-2.09,-2.09,-2.09
287.84,0.91,2.98,0.90,2.97,-2.98,-3.00,-2.07,-2.08,-2.07
290.72,0.88,2.93,0.88,2.93,-2.93,-2.95,-2.06,-2.06,-2.05
293.63,0.85,2.88,0.85,2.89,-2.89,-2.91,-2.04,-2.03,-2.04
296.57,0.84,2.86,0.83,2.85,-2.84,-2.86,-2.00,-2.02,-2.02
299.53,0.80,2.80,0.79,2.80,-2.79,-2.81,-2.00,-2.00,-2.00
302.53,0.76,2.74,0.76,2.75,-2.74,-2.76,-1.99,-1.98,-1.99
305.55,0.73,2.69,0.73,2.69,-2.69,-2.72,-1.97,-1.96,-1.96
308.61,0.71,2.65,0.70,2.64,-2.64,-2.67,-1.93,-1.94,-1.94
311.69,0.67,2.58,0.67,2.59,-2.59,-2.62,-1.92,-1.92,-1.92
314.81,0.64,2.53,0.64,2.53,-2.53,-2.58,-1.90,-1.90,-1.89
317.96,0.61,2.48,0.61,2.48,-2.48,-2.53,-1.87,-1.88,-1.87
321.14,0.58,2.43,0.58,2.43,-2.43,-2.48,-1.85,-1.85,-1.85
324.35,0.55,2.38,0.55,2.38,-2.38,-2.43,-1.84,-1.84,-1.84
327.59,0.52,2.34,0.51,2.33,-2.34,-2.39,-1.82,-1.82,-1.82
330.87,0.49,2.29,0.49,2.29,-2.29,-2.34,-1.80,-1.80,-1.80
334.18,0.46,2.24,0.46,2.24,-2.25,-2.30,-1.79,-1.79,-1.78
337.52,0.45,2.21,0.44,2.21,-2.21,-2.25,-1.76,-1.77,-1.77
340.90,0.41,2.16,0.42,2.16,-2.16,-2.20,-1.76,-1.75,-1.75
344.30,0.41,2.14,0.39,2.13,-2.12,-2.16,-1.71,-1.73,-1.73
347.75,0.36,2.07,0.37,2.08,-2.08,-2.11,-1.72,-1.71,-1.71
351.23,0.36,2.05,0.34,2.04,-2.04,-2.07,-1.68,-1.69,-1.69
354.74,0.32,1.99,0.32,1.99,-1.99,-2.03,-1.68,-1.68,-1.68
358.28,0.28,1.94,0.29,1.95,-1.95,-1.98,-1.67,-1.66,-1.67
361.87,0.27,1.92,0.26,1.91,-1.91,-1.94,-1.64,-1.65,-1.65
365.49,0.23,1.86,0.23,1.87,-1.87,-1.90,-1.64,-1.63,-1.63
369.14,0.21,1.83,0.21,1.83,-1.83,-1.86,-1.62,-1.62,-1.62
372.83,0.19,1.79,0.18,1.79,-1.79,-1.81,-1.60,-1.61,-1.60
376.56,0.15,1.74,0.16,1.75,-1.75,-1.77,-1.60,-1.59,-1.60
380.33,0.15,1.72,0.14,1.72,-1.72,-1.73,-1.57,-1.58,-1.58
384.13,0.11,1.67,0.11,1.68,-1.68,-1.69,-1.57,-1.57,-1.57
387.97,0.10,1.66,0.09,1.65,-1.65,-1.66,-1.55,-1.55,-1.56
391.85,0.06,1.61,0.07,1.61,-1.61,-1.62,-1.56,-1.55,-1.55
395.77,0.06,1.59,0.05,1.58,-1.58,-1.58,-1.52,-1.53,-1.53
399.73,0.02,1.54,0.02,1.55,-1.55,-1.54,-1.53,-1.52,-1.52
403.72,0.02,1.53,0.00,1.52,-1.52,-1.51,-1.50,-1.51,-1.51
407.76,-0.03,1.47,-0.02,1.48,-1.49,-1.47,-1.52,-1.51,-1.50
411.84,-0.03,1.46,-0.04,1.46,-1.46,-1.44,-1.49,-1.50,-1.50
415.96,-0.06,1.42,-0.06,1.43,-1.43,-1.40,-1.49,-1.49,-1.49
420.12,-0.07,1.40,-0.08,1.40,-1.40,-1.37,-1.48,-1.48,-1.48
424.32,-0.09,1.38,-0.09,1.38,-1.37,-1.34,-1.47,-1.46,-1.47
428.56,-0.11,1.35,-0.11,1.35,-1.35,-1.31,-1.46,-1.45,-1.46
432.85,-0.11,1.34,-0.13,1.32,-1.32,-1.28,-1.43,-1.44,-1.45
437.18,-0.16,1.28,-0.15,1.29,-1.29,-1.24,-1.45,-1.44,-1.44
441.55,-0.16,1.26,-0.17,1.26,-1.26,-1.21,-1.42,-1.43,-1.42
445.96,-0.19,1.22,-0.19,1.23,-1.23,-1.19,-1.42,-1.42,-1.41
450.42,-0.20,1.20,-0.20,1.20,-1.20,-1.16,-1.41,-1.40,-1.40
454.93,-0.20,1.18,-0.22,1.17,-1.17,-1.13,-1.38,-1.39,-1.38
459.48,-0.24,1.13,-0.23,1.15,-1.15,-1.10,-1.39,-1.37,-1.38
464.07,-0.24,1.12,-0.24,1.12,-1.12,-1.07,-1.36,-1.36,-1.37
468.71,-0.24,1.10,-0.26,1.09,-1.09,-1.05,-1.33,-1.35,-1.35
