frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
32.57,-11.69,-19.12,-11.68,-19.10,19.10,19.07,7.41,7.42,7.42
32.89,-11.55,-18.96,-11.56,-18.97,18.97,18.95,7.42,7.41,7.41
33.22,-11.44,-18.84,-11.43,-18.84,18.84,18.83,7.40,7.41,7.40
33.55,-11.30,-18.70,-11.30,-18.70,18.70,18.71,7.40,7.40,7.40
33.89,-11.18,-18.57,-11.18,-18.57,18.56,18.59,7.38,7.39,7.39
34.23,-11.05,-18.43,-11.05,-18.43,18.43,18.46,7.37,7.37,7.38
34.57,-10.92,-18.28,-10.92,-18.29,18.28,18.34,7.36,7.36,7.36
34.92,-10.80,-18.15,-10.79,-18.14,18.14,18.21,7.34,7.35,7.35
35.27,-10.65,-17.99,-10.66,-18.00,18.00,18.07,7.35,7.34,7.34
35.62,-10.53,-17.86,-10.53,-17.85,17.86,17.94,7.33,7.33,7.33
35.97,-10.40,-17.71,-10.40,-17.71,17.72,17.80,7.32,7.32,7.31
36.33,-10.26,-17.56,-10.27,-17.57,17.57,17.66,7.31,7.31,7.30
36.70,-10.15,-17.44,-10.14,-17.43,17.43,17.52,7.28,7.29,7.29
37.06,-10.01,-17.29,-10.02,-17.29,17.29,17.37,7.28,7.28,7.28
37.43,-9.90,-17.16,-9.89,-17.16,17.15,17.22,7.26,7.26,7.26
37.81,-9.76,-17.01,-9.76,-17.02,17.02,17.07,7.25,7.25,7.25
38.19,-9.64,-16.88,-9.64,-16.88,16.88,16.92,7.24,7.24,7.24
38.57,-9.51,-16.74,-9.51,-16.74,16.74,16.77,7.23,7.23,7.23
38.95,-9.40,-16.61,-9.40,-16.60,16.60,16.62,7.21,7.21,7.21
39.34,-9.27,-16.46,-9.27,-16.47,16.47,16.48,7.20,7.19,7.19
39.74,-9.16,-16.34,-9.16,-16.33,16.33,16.33,7.17,7.17,7.18
40.14,-9.03,-16.19,-9.03,-16.19,16.19,16.19,7.16,7.16,7.16
40.54,-8.91,-16.06,-8.91,-16.06,16.06,16.06,7.15,7.15,7.15
40.94,-8.78,-15.92,-8.79,-15.92,15.92,15.92,7.14,7.14,7.14
41.35,-8.67,-15.79,-8.67,-15.79,15.79,15.79,7.12,7.13,7.12
41.76,-8.55,-15.66,-8.55,-15.66,15.66,15.66,7.12,7.12,7.11
42.18,-8.43,-15.52,-8.44,-15.53,15.54,15.53,7.11,7.10,7.09
42.60,-8.33,-15.41,-8.33,-15.41,15.40,15.40,7.08,7.08,7.08
43.03,-8.22,-15.28,-8.22,-15.28,15.27,15.27,7.05,7.05,7.06
43.46,-8.12,-15.16,-8.12,-15.16,15.14,15.14,7.02,7.03,7.04
43.90,-7.99,-15.01,-8.00,-15.01,15.01,15.00,7.01,7.01,7.01
44.33,-7.89,-14.88,-7.88,-14.87,14.87,14.86,6.98,6.99,6.99
44.78,-7.75,-14.72,-7.76,-14.72,14.73,14.72,6.98,6.97,6.96
45.23,-7.64,-14.58,-7.64,-14.58,14.59,14.57,6.94,6.95,6.94
45.68,-7.52,-14.45,-7.52,-14.44,14.45,14.43,6.92,6.92,6.92
46.13,-7.41,-14.31,-7.41,-14.31,14.31,14.28,6.90,6.90,6.90
46.60,-7.29,-14.17,-7.28,-14.16,14.17,14.14,6.88,6.88,6.88
47.06,-7.16,-14.02,-7.17,-14.03,14.03,14.00,6.87,6.86,6.86
47.53,-7.06,-13.89,-7.07,-13.90,13.90,13.87,6.84,6.83,6.83
48.01,-6.98,-13.79,-6.97,-13.78,13.77,13.74,6.79,6.80,6.81
48.49,-6.88,-13.66,-6.88,-13.65,13.64,13.62,6.76,6.77,6.78
48.97,-6.77,-13.51,-6.78,-13.52,13.52,13.50,6.75,6.73,6.74
49.46,-6.69,-13.39,-6.69,-13.39,13.39,13.39,6.70,6.71,6.70
49.96,-6.61,-13.27,-6.60,-13.27,13.27,13.28,6.66,6.67,6.66
50.46,-6.51,-13.15,-6.52,-13.15,13.15,13.18,6.64,6.64,6.64
50.96,-6.44,-13.05,-6.43,-13.04,13.04,13.07,6.60,6.60,6.61
51.47,-6.34,-12.91,-6.35,-12.92,12.92,12.95,6.58,6.58,6.57
51.99,-6.27,-12.81,-6.27,-12.81,12.81,12.84,6.54,6.54,6.54
52.51,-6.18,-12.69,-6.19,-12.70,12.70,12.71,6.52,6.51,6.51
53.03,-6.12,-12.60,-6.11,-12.59,12.59,12.59,6.47,6.47,6.48
53.56,-6.03,-12.47,-6.03,-12.48,12.48,12.46,6.44,6.44,6.44
54.10,-5.96,-12.37,-5.96,-12.37,12.36,12.33,6.40,6.41,6.41
54.64,-5.88,-12.25,-5.88,-12.26,12.25,12.20,6.37,6.37,6.37
55.18,-5.81,-12.15,-5.81,-12.15,12.15,12.09,6.34,6.34,6.34
55.74,-5.74,-12.04,-5.74,-12.04,12.04,11.98,6.30,6.30,6.30
56.29,-5.66,-11.93,-5.67,-11.94,11.94,11.89,6.28,6.27,6.27
56.86,-5.61,-11.85,-5.60,-11.83,11.84,11.80,6.23,6.24,6.24
57.42,-5.54,-11.73,-5.55,-11.74,11.75,11.73,6.21,6.20,6.19
58.00,-5.49,-11.65,-5.50,-11.66,11.66,11.68,6.17,6.17,6.16
58.58,-5.46,-11.59,-5.45,-11.58,11.58,11.62,6.12,6.14,6.13
59.16,-5.41,-11.51,-5.42,-11.52,11.51,11.58,6.10,6.09,6.10
59.76,-5.39,-11.45,-5.39,-11.45,11.45,11.53,6.06,6.06,6.06
60.35,-5.39,-11.41,-5.38,-11.40,11.40,11.49,6.01,6.02,6.02
60.96,-5.36,-11.33,-5.38,-11.35,11.35,11.44,5.99,5.97,5.97
61.57,-5.39,-11.31,-5.38,-11.30,11.31,11.39,5.92,5.93,5.92
62.18,-5.39,-11.26,-5.39,-11.26,11.27,11.32,5.88,5.89,5.87
62.80,-5.39,-11.22,-5.41,-11.23,11.24,11.26,5.85,5.83,5.83
63.43,-5.43,-11.21,-5.42,-11.20,11.21,11.18,5.78,5.79,5.78
64.07,-5.43,-11.16,-5.43,-11.17,11.17,11.09,5.74,5.74,5.73
64.71,-5.43,-11.13,-5.44,-11.13,11.12,11.00,5.69,5.68,5.69
65.35,-5.43,-11.08,-5.43,-11.07,11.06,10.90,5.63,5.63,5.65
66.01,-5.40,-11.00,-5.40,-11.00,10.98,10.78,5.58,5.58,5.60
66.67,-5.35,-10.90,-5.34,-10.89,10.87,10.67,5.52,5.53,5.55
67.33,-5.25,-10.75,-5.26,-10.76,10.75,10.54,5.50,5.49,5.50
68.01,-5.17,-10.62,-5.16,-10.61,10.61,10.41,5.43,5.44,5.45
68.69,-5.04,-10.44,-5.04,-10.44,10.44,10.28,5.40,5.40,5.40
69.37,-4.91,-10.26,-4.91,-10.26,10.25,10.14,5.34,5.34,5.35
70.07,-4.76,-10.06,-4.76,-10.06,10.05,9.99,5.29,5.30,5.30
70.77,-4.60,-9.84,-4.60,-9.85,9.84,9.84,5.24,5.24,5.24
71.48,-4.44,-9.63,-4.44,-9.63,9.63,9.69,5.19,5.18,5.19
72.19,-4.28,-9.41,-4.28,-9.41,9.41,9.53,5.13,5.13,5.13
72.91,-4.12,-9.19,-4.12,-9.19,9.19,9.37,5.07,5.08,5.07
73.64,-3.95,-8.96,-3.96,-8.97,8.98,9.20,5.03,5.02,5.01
74.38,-3.81,-8.76,-3.81,-8.76,8.78,9.03,4.97,4.97,4.95
75.12,-3.68,-8.57,-3.68,-8.57,8.58,8.86,4.90,4.90,4.89
75.87,-3.56,-8.39,-3.56,-8.39,8.40,8.69,4.84,4.84,4.83
76.63,-3.45,-8.22,-3.45,-8.22,8.23,8.52,4.77,4.78,4.77
77.40,-3.35,-8.07,-3.35,-8.06,8.06,8.34,4.71,4.71,4.72
78.17,-3.25,-7.90,-3.26,-7.91,7.91,8.17,4.66,4.65,4.65
78.95,-3.17,-7.76,-3.17,-7.76,7.76,7.99,4.59,4.59,4.59
79.74,-3.10,-7.63,-3.09,-7.62,7.62,7.81,4.52,4.53,4.53
80.54,-3.00,-7.46,-3.01,-7.48,7.48,7.63,4.48,4.47,4.46
81.35,-2.94,-7.34,-2.94,-7.34,7.34,7.46,4.40,4.40,4.40
82.16,-2.88,-7.21,-2.87,-7.21,7.20,7.28,4.32,4.33,4.33
82.98,-2.81,-7.08,-2.81,-7.07,7.06,7.10,4.25,4.26,4.27
83.81,-2.72,-6.92,-2.73,-6.93,6.92,6.92,4.20,4.19,4.20
84.65,-2.66,-6.79,-2.65,-6.78,6.78,6.75,4.12,4.13,4.13
85.50,-2.56,-6.62,-2.57,-6.63,6.63,6.57,4.07,4.06,4.06
86.35,-2.50,-6.49,-2.49,-6.48,6.48,6.40,3.98,3.99,3.99
87.22,-2.40,-6.32,-2.41,-6.33,6.33,6.23,3.93,3.92,3.92
88.09,-2.34,-6.18,-2.34,-6.18,6.18,6.06,3.84,3.84,3.84
88.97,-2.27,-6.04,-2.26,-6.03,6.03,5.89,3.76,3.77,3.77
89.86,-2.18,-5.87,-2.19,-5.88,5.88,5.72,3.69,3.69,3.69
90.76,-2.11,-5.72,-2.11,-5.72,5.72,5.56,3.61,3.61,3.61
91.66,-2.03,-5.56,-2.03,-5.56,5.57,5.40,3.54,3.53,3.53
92.58,-1.96,-5.41,-1.96,-5.41,5.41,5.24,3.45,3.45,3.45
93.51,-1.89,-5.26,-1.89,-5.26,5.25,5.08,3.36,3.37,3.37
94.44,-1.81,-5.10,-1.81,-5.10,5.09,4.93,3.28,3.28,3.29
95.39,-1.73,-4.94,-1.73,-4.94,4.93,4.78,3.20,3.20,3.21
96.34,-1.66,-4.78,-1.65,-4.77,4.77,4.64,3.11,3.12,3.12
97.30,-1.57,-4.60,-1.58,-4.61,4.61,4.50,3.04,3.03,3.03
98.28,-1.51,-4.45,-1.51,-4.46,4.46,4.36,2.95,2.95,2.94
99.26,-1.44,-4.31,-1.44,-4.30,4.30,4.22,2.86,2.86,2.87
100.25,-1.37,-4.15,-1.37,-4.15,4.15,4.09,2.78,2.78,2.78
101.25,-1.30,-3.99,-1.31,-4.00,4.00,3.96,2.70,2.70,2.69
102.27,-1.25,-3.85,-1.25,-3.86,3.86,3.84,2.61,2.61,2.60
103.29,-1.21,-3.72,-1.20,-3.72,3.72,3.72,2.51,2.52,2.51
104.32,-1.16,-3.60,-1.16,-3.59,3.59,3.60,2.43,2.43,2.43
105.37,-1.11,-3.46,-1.12,-3.46,3.46,3.49,2.35,2.34,2.35
106.42,-1.08,-3.34,-1.07,-3.33,3.33,3.38,2.25,2.25,2.26
107.48,-1.03,-3.20,-1.03,-3.20,3.20,3.27,2.17,2.17,2.17
108.56,-0.99,-3.07,-0.99,-3.07,3.07,3.17,2.08,2.08,2.08
109.64,-0.95,-2.94,-0.95,-2.95,2.95,3.06,2.00,2.00,1.99
110.74,-0.92,-2.83,-0.92,-2.83,2.82,2.97,1.90,1.90,1.91
111.85,-0.89,-2.71,-0.89,-2.71,2.70,2.87,1.81,1.81,1.82
112.97,-0.88,-2.60,-0.87,-2.59,2.59,2.78,1.71,1.72,1.72
114.10,-0.84,-2.47,-0.85,-2.48,2.48,2.69,1.64,1.63,1.63
115.24,-0.84,-2.38,-0.84,-2.38,2.38,2.60,1.54,1.54,1.54
116.39,-0.84,-2.29,-0.84,-2.28,2.29,2.52,1.45,1.45,1.45
117.55,-0.84,-2.19,-0.85,-2.20,2.21,2.44,1.37,1.36,1.35
118.73,-0.88,-2.15,-0.87,-2.13,2.14,2.35,1.26,1.27,1.27
119.92,-0.88,-2.06,-0.89,-2.07,2.08,2.28,1.20,1.18,1.18
121.12,-0.94,-2.03,-0.93,-2.03,2.03,2.20,1.09,1.09,1.09
122.33,-0.97,-1.98,-0.97,-1.98,1.99,2.13,1.02,1.01,1.01
123.55,-1.03,-1.95,-1.03,-1.95,1.95,2.05,0.92,0.93,0.92
124.79,-1.08,-1.92,-1.08,-1.92,1.92,1.98,0.84,0.84,0.84
126.03,-1.14,-1.89,-1.15,-1.90,1.90,1.91,0.76,0.75,0.75
127.29,-1.22,-1.89,-1.21,-1.88,1.88,1.84,0.66,0.66,0.67
128.57,-1.27,-1.85,-1.28,-1.86,1.85,1.77,0.58,0.58,0.58
129.85,-1.34,-1.83,-1.33,-1.83,1.83,1.71,0.49,0.49,0.49
131.15,-1.38,-1.79,-1.38,-1.79,1.80,1.64,0.42,0.41,0.41
132.46,-1.42,-1.75,-1.43,-1.76,1.76,1.58,0.34,0.33,0.33
133.79,-1.47,-1.73,-1.46,-1.72,1.71,1.52,0.24,0.25,0.26
135.12,-1.49,-1.67,-1.49,-1.67,1.65,1.45,0.16,0.17,0.18
136.48,-1.49,-1.60,-1.50,-1.60,1.59,1.39,0.10,0.09,0.11
137.84,-1.49,-1.52,-1.49,-1.52,1.51,1.33,0.02,0.02,0.03
139.22,-1.49,-1.44,-1.48,-1.43,1.43,1.27,-0.06,-0.05,-0.05
140.61,-1.44,-1.32,-1.46,-1.34,1.34,1.21,-0.10,-0.11,-0.12
142.02,-1.43,-1.25,-1.43,-1.25,1.25,1.15,-0.19,-0.18,-0.18
143.44,-1.40,-1.15,-1.40,-1.15,1.15,1.09,-0.25,-0.25,-0.25
144.87,-1.37,-1.06,-1.37,-1.06,1.05,1.04,-0.32,-0.32,-0.31
146.32,-1.32,-0.94,-1.33,-0.95,0.96,0.98,-0.37,-0.38,-0.38
147.78,-1.31,-0.88,-1.30,-0.86,0.87,0.92,-0.44,-0.43,-0.44
149.26,-1.27,-0.77,-1.28,-0.78,0.79,0.87,-0.49,-0.49,-0.50
150.75,-1.27,-0.71,-1.27,-0.70,0.71,0.81,-0.56,-0.56,-0.57
152.26,-1.27,-0.64,-1.27,-0.64,0.65,0.76,-0.62,-0.62,-0.63
153.78,-1.27,-0.58,-1.28,-0.59,0.60,0.70,-0.67,-0.68,-0.69
155.32,-1.31,-0.55,-1.30,-0.55,0.56,0.65,-0.75,-0.75,-0.76
156.88,-1.34,-0.52,-1.34,-0.52,0.53,0.59,-0.82,-0.81,-0.82
158.44,-1.37,-0.49,-1.38,-0.50,0.50,0.54,-0.87,-0.88,-0.88
160.03,-1.42,-0.48,-1.42,-0.47,0.48,0.49,-0.94,-0.94,-0.94
161.63,-1.46,-0.46,-1.46,-0.46,0.45,0.43,-1.01,-1.01,-1.00
163.24,-1.49,-0.43,-1.50,-0.44,0.43,0.38,-1.07,-1.07,-1.06
164.88,-1.53,-0.42,-1.52,-0.40,0.39,0.33,-1.14,-1.13,-1.11
166.53,-1.53,-0.36,-1.53,-0.36,0.35,0.28,-1.18,-1.19,-1.17
168.19,-1.53,-0.30,-1.54,-0.30,0.29,0.23,-1.24,-1.24,-1.23
169.87,-1.53,-0.24,-1.53,-0.24,0.23,0.18,-1.30,-1.30,-1.29
171.57,-1.51,-0.16,-1.51,-0.17,0.16,0.13,-1.35,-1.35,-1.35
173.29,-1.49,-0.10,-1.49,-0.09,0.09,0.07,-1.40,-1.40,-1.39
175.02,-1.45,-0.00,-1.46,-0.01,0.01,0.02,-1.44,-1.45,-1.45
176.77,-1.44,0.07,-1.43,0.07,-0.07,-0.03,-1.51,-1.50,-1.51
178.54,-1.41,0.15,-1.41,0.15,-0.14,-0.07,-1.55,-1.55,-1.56
180.32,-1.40,0.22,-1.40,0.21,-0.20,-0.12,-1.60,-1.61,-1.62
182.13,-1.40,0.26,-1.39,0.27,-0.26,-0.17,-1.66,-1.65,-1.66
183.95,-1.40,0.32,-1.40,0.31,-0.30,-0.22,-1.71,-1.71,-1.72
185.79,-1.40,0.36,-1.41,0.35,-0.34,-0.27,-1.75,-1.75,-1.76
187.65,-1.44,0.37,-1.43,0.38,-0.38,-0.32,-1.82,-1.81,-1.81
189.52,-1.44,0.42,-1.46,0.40,-0.41,-0.37,-1.85,-1.86,-1.86
191.42,-1.49,0.41,-1.48,0.43,-0.43,-0.42,-1.92,-1.91,-1.90
193.33,-1.49,0.45,-1.49,0.45,-0.46,-0.46,-1.95,-1.95,-1.94
195.27,-1.49,0.49,-1.50,0.48,-0.49,-0.51,-1.98,-1.99,-1.98
197.22,-1.51,0.52,-1.50,0.53,-0.53,-0.56,-2.04,-2.03,-2.03
199.19,-1.50,0.57,-1.50,0.56,-0.56,-0.61,-2.07,-2.07,-2.07
201.18,-1.49,0.61,-1.49,0.61,-0.61,-0.66,-2.10,-2.10,-2.10
203.19,-1.48,0.65,-1.47,0.66,-0.66,-0.71,-2.14,-2.13,-2.13
205.23,-1.44,0.72,-1.45,0.71,-0.71,-0.75,-2.15,-2.16,-2.16
207.28,-1.42,0.76,-1.42,0.76,-0.77,-0.80,-2.19,-2.19,-2.18
209.35,-1.39,0.82,-1.39,0.82,-0.82,-0.85,-2.21,-2.21,-2.21
211.44,-1.36,0.88,-1.36,0.88,-0.87,-0.89,-2.23,-2.23,-2.24
213.56,-1.31,0.95,-1.32,0.93,-0.92,-0.93,-2.23,-2.25,-2.26
215.69,-1.30,0.96,-1.29,0.97,-0.97,-0.97,-2.27,-2.27,-2.26
217.85,-1.27,1.01,-1.27,1.01,-1.01,-1.01,-2.29,-2.28,-2.28
220.03,-1.25,1.05,-1.25,1.05,-1.05,-1.05,-2.30,-2.31,-2.30
222.23,-1.23,1.09,-1.23,1.09,-1.09,-1.08,-2.32,-2.32,-2.32
224.45,-1.22,1.11,-1.21,1.12,-1.11,-1.10,-2.33,-2.32,-2.33
226.70,-1.18,1.15,-1.19,1.14,-1.13,-1.13,-2.31,-2.33,-2.33
228.96,-1.18,1.16,-1.18,1.16,-1.15,-1.14,-2.33,-2.33,-2.34
231.25,-1.18,1.16,-1.18,1.16,-1.16,-1.16,-2.34,-2.34,-2.34
233.57,-1.18,1.16,-1.18,1.16,-1.17,-1.17,-2.35,-2.35,-2.34
235.90,-1.18,1.17,-1.18,1.17,-1.17,-1.17,-2.35,-2.35,-2.35
238.26,-1.18,1.17,-1.18,1.17,-1.17,-1.17,-2.35,-2.35,-2.35
240.64,-1.18,1.16,-1.18,1.16,-1.16,-1.17,-2.34,-2.34,-2.34
243.05,-1.18,1.16,-1.18,1.16,-1.16,-1.17,-2.34,-2.34,-2.34
245.48,-1.18,1.15,-1.18,1.15,-1.15,-1.16,-2.33,-2.33,-2.33
247.93,-1.18,1.15,-1.18,1.15,-1.14,-1.15,-2.33,-2.33,-2.33
250.41,-1.18,1.14,-1.18,1.14,-1.14,-1.14,-2.32,-2.32,-2.32
252.92,-1.18,1.13,-1.18,1.12,-1.13,-1.13,-2.31,-2.32,-2.31
255.45,-1.18,1.11,-1.18,1.12,-1.13,-1.12,-2.31,-2.31,-2.29
258.00,-1.18,1.11,-1.17,1.12,-1.12,-1.11,-2.30,-2.29,-2.29
260.58,-1.14,1.13,-1.15,1.12,-1.11,-1.09,-2.25,-2.27,-2.27
263.19,-1.14,1.12,-1.14,1.11,-1.10,-1.08,-2.25,-2.25,-2.26
265.82,-1.14,1.10,-1.14,1.10,-1.10,-1.07,-2.24,-2.24,-2.24
268.48,-1.14,1.08,-1.14,1.08,-1.09,-1.06,-2.23,-2.23,-2.22
271.16,-1.14,1.07,-1.13,1.07,-1.08,-1.04,-2.22,-2.21,-2.21
273.87,-1.12,1.07,-1.13,1.06,-1.07,-1.03,-2.19,-2.19,-2.19
276.61,-1.12,1.05,-1.12,1.05,-1.05,-1.01,-2.17,-2.17,-2.17
279.38,-1.12,1.04,-1.12,1.04,-1.04,-1.00,-2.16,-2.15,-2.16
282.17,-1.12,1.02,-1.12,1.02,-1.02,-0.99,-2.14,-2.14,-2.14
284.99,-1.12,1.00,-1.13,1.00,-1.00,-0.97,-2.12,-2.13,-2.12
287.84,-1.14,0.97,-1.13,0.98,-0.98,-0.96,-2.12,-2.11,-2.11
290.72,-1.14,0.95,-1.14,0.95,-0.95,-0.94,-2.09,-2.09,-2.09
293.63,-1.14,0.93,-1.15,0.92,-0.92,-0.92,-2.06,-2.07,-2.07
296.57,-1.17,0.89,-1.16,0.90,-0.89,-0.90,-2.06,-2.05,-2.06
299.53,-1.18,0.86,-1.18,0.86,-0.86,-0.88,-2.04,-2.03,-2.04
302.53,-1.18,0.84,-1.20,0.82,-0.82,-0.86,-2.00,-2.02,-2.02
305.55,-1.23,0.76,-1.22,0.78,-0.79,-0.84,-2.02,-2.00,-1.99
308.61,-1.23,0.75,-1.22,0.75,-0.75,-0.82,-1.98,-1.97,-1.98
311.69,-1.23,0.72,-1.24,0.71,-0.72,-0.79,-1.95,-1.95,-1.95
314.81,-1.23,0.69,-1.24,0.68,-0.68,-0.77,-1.91,-1.93,-1.92
317.96,-1.27,0.63,-1.26,0.64,-0.65,-0.74,-1.92,-1.91,-1.90
321.14,-1.27,0.61,-1.27,0.62,-0.62,-0.71,-1.89,-1.89,-1.88
324.35,-1.27,0.60,-1.28,0.59,-0.59,-0.68,-1.86,-1.87,-1.87
327.59,-1.27,0.58,-1.28,0.57,-0.56,-0.64,-1.83,-1.84,-1.85
330.87,-1.31,0.52,-1.30,0.53,-0.53,-0.60,-1.84,-1.82,-1.83
334.18,-1.31,0.50,-1.32,0.50,-0.49,-0.56,-1.80,-1.81,-1.81
337.52,-1.34,0.45,-1.34,0.45,-0.45,-0.52,-1.79,-1.79,-1.79
340.90,-1.36,0.41,-1.36,0.41,-0.41,-0.47,-1.77,-1.78,-1.78
344.30,-1.40,0.36,-1.39,0.36,-0.37,-0.42,-1.77,-1.77,-1.76
347.75,-1.42,0.32,-1.42,0.31,-0.32,-0.36,-1.74,-1.75,-1.74
351.23,-1.45,0.27,-1.45,0.27,-0.27,-0.30,-1.72,-1.72,-1.72
354.74,-1.48,0.22,-1.48,0.23,-0.22,-0.23,-1.70,-1.70,-1.70
358.28,-1.51,0.18,-1.52,0.17,-0.16,-0.16,-1.67,-1.68,-1.69
361.87,-1.57,0.10,-1.57,0.11,-0.10,-0.09,-1.67,-1.66,-1.67
365.49,-1.63,0.02,-1.62,0.03,-0.03,-0.01,-1.66,-1.65,-1.66
369.14,-1.68,-0.03,-1.69,-0.05,0.05,0.07,-1.63,-1.64,-1.65
372.83,-1.76,-0.13,-1.76,-0.13,0.13,0.16,-1.63,-1.63,-1.63
376.56,-1.83,-0.21,-1.83,-0.21,0.21,0.24,-1.62,-1.61,-1.62
380.33,-1.89,-0.29,-1.90,-0.30,0.30,0.33,-1.59,-1.61,-1.60
384.13,-1.98,-0.39,-1.97,-0.38,0.38,0.41,-1.60,-1.60,-1.59
387.97,-2.05,-0.47,-2.04,-0.46,0.46,0.49,-1.59,-1.58,-1.58
391.85,-2.10,-0.53,-2.11,-0.54,0.54,0.57,-1.57,-1.57,-1.57
395.77,-2.16,-0.61,-2.16,-0.60,0.60,0.63,-1.56,-1.55,-1.55
399.73,-2.21,-0.67,-2.22,-0.67,0.67,0.69,-1.54,-1.55,-1.54
403.72,-2.26,-0.73,-2.26,-0.73,0.72,0.73,-1.54,-1.54,-1.54
407.76,-2.31,-0.78,-2.30,-0.77,0.77,0.76,-1.55,-1.53,-1.53
411.84,-2.31,-0.79,-2.33,-0.81,0.80,0.78,-1.51,-1.53,-1.52
415.96,-2.35,-0.84,-2.34,-0.83,0.83,0.80,-1.52,-1.51,-1.51
420.12,-2.35,-0.85,-2.35,-0.85,0.85,0.80,-1.50,-1.50,-1.50
424.32,-2.35,-0.86,-2.36,-0.87,0.86,0.81,-1.49,-1.49,-1.49
