frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
24.89,-13.41,-20.42,-13.47,-20.48,20.51,19.04,7.11,7.05,7.01
25.14,-13.31,-20.30,-13.30,-20.30,20.34,18.99,7.03,7.03,7.00
25.39,-13.17,-20.14,-13.17,-20.15,20.17,18.95,7.01,7.00,6.98
25.65,-13.07,-20.03,-13.05,-20.01,20.01,18.90,6.94,6.96,6.96
25.91,-12.92,-19.86,-12.91,-19.85,19.84,18.85,6.92,6.93,6.94
26.16,-12.72,-19.64,-12.75,-19.68,19.65,18.79,6.94,6.90,6.93
26.43,-12.60,-19.51,-12.57,-19.48,19.46,18.73,6.86,6.88,6.91
26.69,-12.39,-19.28,-12.38,-19.27,19.24,18.67,6.85,6.86,6.89
26.96,-12.17,-19.04,-12.19,-19.06,19.01,18.60,6.84,6.82,6.87
27.23,-11.93,-18.79,-11.91,-18.77,18.77,18.52,6.84,6.85,6.86
27.50,-11.69,-18.53,-11.65,-18.49,18.51,18.43,6.82,6.86,6.84
27.77,-11.31,-18.13,-11.39,-18.21,18.25,18.34,6.94,6.86,6.82
28.05,-11.18,-17.98,-11.15,-17.95,17.98,18.24,6.80,6.83,6.80
28.33,-10.95,-17.73,-10.93,-17.71,17.72,18.12,6.77,6.79,6.78
28.62,-10.72,-17.49,-10.73,-17.49,17.46,18.00,6.74,6.74,6.77
28.90,-10.49,-17.23,-10.48,-17.23,17.22,17.85,6.73,6.74,6.75
29.19,-10.25,-16.98,-10.25,-16.98,16.99,17.70,6.75,6.74,6.73
29.48,-10.03,-16.74,-10.04,-16.75,16.78,17.52,6.75,6.74,6.71
29.78,-9.85,-16.54,-9.84,-16.54,16.56,17.32,6.72,6.72,6.70
30.08,-9.67,-16.35,-9.67,-16.35,16.36,17.10,6.69,6.69,6.68
30.38,-9.50,-16.16,-9.50,-16.16,16.15,16.86,6.65,6.65,6.66
30.68,-9.33,-15.97,-9.33,-15.97,15.94,16.57,6.61,6.61,6.64
30.99,-9.16,-15.78,-9.16,-15.78,15.74,16.28,6.58,6.59,6.62
31.30,-8.98,-15.58,-8.97,-15.57,15.55,15.95,6.57,6.58,6.61
31.61,-8.77,-15.35,-8.77,-15.35,15.36,15.61,6.60,6.60,6.59
31.93,-8.57,-15.14,-8.58,-15.14,15.18,15.27,6.61,6.61,6.57
32.24,-8.40,-14.95,-8.41,-14.96,15.00,14.95,6.61,6.59,6.55
32.57,-8.28,-14.81,-8.28,-14.81,14.83,14.68,6.55,6.55,6.53
32.89,-8.17,-14.68,-8.16,-14.67,14.66,14.44,6.50,6.50,6.51
33.22,-8.05,-14.54,-8.04,-14.53,14.50,14.30,6.46,6.47,6.50
33.55,-7.90,-14.37,-7.90,-14.38,14.35,14.19,6.45,6.45,6.48
33.89,-7.75,-14.21,-7.75,-14.21,14.20,14.15,6.45,6.45,6.46
34.23,-7.60,-14.04,-7.60,-14.04,14.05,14.11,6.45,6.45,6.44
34.57,-7.45,-13.87,-7.45,-13.88,13.89,14.08,6.45,6.44,6.42
34.92,-7.32,-13.72,-7.32,-13.73,13.73,14.03,6.41,6.41,6.40
35.27,-7.20,-13.58,-7.19,-13.58,13.57,13.92,6.37,6.38,6.39
35.62,-7.07,-13.43,-7.06,-13.43,13.41,13.79,6.35,6.35,6.37
35.97,-6.93,-13.27,-6.93,-13.28,13.26,13.58,6.34,6.33,6.35
36.33,-6.80,-13.12,-6.79,-13.12,13.11,13.36,6.32,6.32,6.33
36.70,-6.66,-12.97,-6.65,-12.96,12.97,13.10,6.32,6.32,6.31
37.06,-6.52,-12.81,-6.53,-12.82,12.84,12.84,6.32,6.31,6.29
37.43,-6.42,-12.69,-6.42,-12.69,12.71,12.61,6.30,6.29,6.27
37.81,-6.34,-12.59,-6.33,-12.59,12.60,12.42,6.26,6.26,6.25
38.19,-6.26,-12.49,-6.25,-12.49,12.49,12.32,6.23,6.23,6.24
38.57,-6.18,-12.39,-6.18,-12.39,12.39,12.25,6.22,6.22,6.22
38.95,-6.10,-12.29,-6.10,-12.30,12.31,12.25,6.21,6.21,6.20
39.34,-6.03,-12.20,-6.03,-12.20,12.22,12.25,6.19,6.19,6.18
39.74,-5.96,-12.12,-5.96,-12.12,12.12,12.26,6.17,6.17,6.16
40.14,-5.89,-12.03,-5.90,-12.04,12.01,12.24,6.13,6.12,6.14
40.54,-5.82,-11.94,-5.82,-11.94,11.89,12.17,6.08,6.07,6.12
40.94,-5.74,-11.84,-5.71,-11.81,11.76,12.06,6.02,6.05,6.10
41.35,-5.57,-11.65,-5.57,-11.65,11.62,11.90,6.05,6.05,6.08
41.76,-5.39,-11.45,-5.40,-11.46,11.47,11.70,6.08,6.07,6.06
42.18,-5.23,-11.27,-5.23,-11.27,11.31,11.47,6.08,6.08,6.04
42.60,-5.09,-11.11,-5.09,-11.11,11.15,11.25,6.07,6.06,6.02
43.03,-4.98,-10.98,-4.97,-10.97,11.00,11.03,6.03,6.03,6.00
43.46,-4.87,-10.85,-4.86,-10.84,10.86,10.84,5.99,5.99,5.98
43.90,-4.76,-10.72,-4.76,-10.72,10.72,10.69,5.96,5.96,5.96
44.33,-4.65,-10.59,-4.65,-10.59,10.58,10.55,5.94,5.94,5.94
44.78,-4.54,-10.46,-4.54,-10.46,10.45,10.46,5.91,5.90,5.92
45.23,-4.43,-10.33,-4.43,-10.33,10.30,10.36,5.87,5.87,5.90
45.68,-4.33,-10.21,-4.31,-10.19,10.15,10.26,5.82,5.84,5.88
46.13,-4.17,-10.02,-4.16,-10.02,10.00,10.15,5.83,5.84,5.86
46.60,-4.00,-9.84,-4.00,-9.83,9.84,10.01,5.84,5.85,5.84
47.06,-3.82,-9.63,-3.83,-9.65,9.69,9.87,5.87,5.85,5.82
47.53,-3.70,-9.49,-3.70,-9.50,9.53,9.71,5.84,5.83,5.79
48.01,-3.60,-9.37,-3.59,-9.36,9.39,9.54,5.79,5.80,5.77
48.49,-3.50,-9.25,-3.49,-9.24,9.24,9.37,5.75,5.75,5.75
48.97,-3.39,-9.12,-3.39,-9.12,9.11,9.20,5.72,5.72,5.73
49.46,-3.29,-9.00,-3.28,-8.99,8.98,9.04,5.69,5.70,5.71
49.96,-3.18,-8.86,-3.18,-8.86,8.86,8.87,5.68,5.68,5.69
50.46,-3.07,-8.73,-3.07,-8.73,8.73,8.71,5.67,5.67,5.66
50.96,-2.96,-8.60,-2.96,-8.60,8.61,8.56,5.65,5.65,5.64
51.47,-2.86,-8.48,-2.85,-8.47,8.48,8.42,5.62,5.63,5.62
51.99,-2.74,-8.34,-2.74,-8.34,8.34,8.30,5.60,5.60,5.60
52.51,-2.63,-8.20,-2.63,-8.20,8.19,8.19,5.56,5.56,5.57
53.03,-2.51,-8.06,-2.51,-8.06,8.04,8.08,5.53,5.53,5.55
53.56,-2.40,-7.93,-2.39,-7.92,7.88,7.98,5.49,5.50,5.53
54.10,-2.25,-7.75,-2.24,-7.75,7.73,7.87,5.48,5.49,5.50
54.64,-2.09,-7.57,-2.09,-7.57,7.58,7.74,5.49,5.49,5.48
55.18,-1.93,-7.38,-1.94,-7.40,7.43,7.60,5.51,5.49,5.46
55.74,-1.82,-7.25,-1.83,-7.26,7.30,7.43,5.48,5.47,5.43
56.29,-1.75,-7.16,-1.74,-7.15,7.17,7.26,5.43,5.43,5.41
56.86,-1.68,-7.06,-1.68,-7.06,7.06,7.08,5.38,5.38,5.38
57.42,-1.62,-6.98,-1.61,-6.97,6.96,6.91,5.34,5.35,5.36
58.00,-1.55,-6.88,-1.55,-6.88,6.87,6.76,5.32,5.32,5.33
58.58,-1.48,-6.79,-1.48,-6.79,6.78,6.64,5.31,5.30,5.31
59.16,-1.42,-6.70,-1.42,-6.70,6.70,6.54,5.28,5.28,5.28
59.76,-1.36,-6.62,-1.36,-6.61,6.62,6.48,5.26,5.26,5.26
60.35,-1.30,-6.53,-1.30,-6.53,6.53,6.45,5.23,5.23,5.23
60.96,-1.24,-6.44,-1.24,-6.44,6.44,6.42,5.20,5.20,5.21
61.57,-1.18,-6.36,-1.17,-6.35,6.35,6.40,5.17,5.18,5.18
62.18,-1.11,-6.26,-1.11,-6.26,6.26,6.36,5.15,5.15,5.15
62.80,-1.04,-6.16,-1.04,-6.16,6.16,6.30,5.12,5.12,5.13
63.43,-0.97,-6.06,-0.97,-6.07,6.06,6.20,5.09,5.09,5.10
64.07,-0.90,-5.97,-0.90,-5.97,5.96,6.09,5.06,5.06,5.07
64.71,-0.83,-5.87,-0.82,-5.86,5.85,5.95,5.02,5.03,5.04
65.35,-0.74,-5.75,-0.74,-5.75,5.75,5.79,5.01,5.01,5.01
66.01,-0.66,-5.64,-0.65,-5.64,5.65,5.65,4.99,5.00,4.98
66.67,-0.57,-5.52,-0.58,-5.54,5.56,5.52,4.99,4.98,4.96
67.33,-0.53,-5.45,-0.53,-5.45,5.47,5.42,4.94,4.94,4.93
68.01,-0.49,-5.38,-0.48,-5.38,5.39,5.34,4.90,4.91,4.90
68.69,-0.44,-5.30,-0.44,-5.31,5.30,5.28,4.87,4.86,4.87
69.37,-0.40,-5.23,-0.40,-5.23,5.22,5.24,4.83,4.83,4.84
70.07,-0.36,-5.16,-0.35,-5.16,5.14,5.21,4.79,4.79,4.80
70.77,-0.31,-5.08,-0.30,-5.08,5.06,5.18,4.76,4.76,4.77
71.48,-0.25,-4.99,-0.25,-4.99,4.98,5.14,4.73,4.73,4.74
72.19,-0.18,-4.89,-0.18,-4.89,4.89,5.10,4.71,4.71,4.71
72.91,-0.12,-4.79,-0.12,-4.79,4.80,5.02,4.68,4.68,4.68
73.64,-0.06,-4.70,-0.06,-4.70,4.71,4.92,4.65,4.65,4.65
74.38,0.00,-4.61,0.00,-4.61,4.62,4.78,4.62,4.62,4.61
75.12,0.05,-4.53,0.06,-4.52,4.52,4.61,4.58,4.58,4.58
75.87,0.11,-4.43,0.11,-4.44,4.44,4.43,4.55,4.55,4.55
76.63,0.16,-4.35,0.16,-4.35,4.35,4.24,4.51,4.51,4.51
77.40,0.21,-4.26,0.21,-4.26,4.26,4.06,4.48,4.48,4.48
78.17,0.26,-4.18,0.26,-4.18,4.18,3.89,4.44,4.44,4.44
78.95,0.31,-4.09,0.31,-4.09,4.09,3.76,4.41,4.41,4.41
79.74,0.36,-4.01,0.36,-4.01,4.01,3.65,4.38,4.37,4.37
80.54,0.40,-3.93,0.41,-3.93,3.93,3.59,4.33,4.34,4.34
81.35,0.45,-3.85,0.45,-3.85,3.85,3.56,4.30,4.30,4.30
82.16,0.49,-3.77,0.49,-3.77,3.77,3.56,4.27,4.27,4.26
82.98,0.53,-3.69,0.53,-3.69,3.69,3.57,4.23,4.23,4.23
83.81,0.57,-3.62,0.57,-3.62,3.61,3.59,4.19,4.19,4.19
84.65,0.61,-3.54,0.61,-3.54,3.54,3.61,4.15,4.15,4.15
85.50,0.65,-3.46,0.66,-3.46,3.45,3.61,4.11,4.11,4.11
86.35,0.70,-3.37,0.70,-3.38,3.37,3.59,4.08,4.07,4.08
87.22,0.74,-3.30,0.75,-3.29,3.29,3.53,4.04,4.04,4.04
88.09,0.79,-3.21,0.79,-3.21,3.21,3.46,4.00,4.00,4.00
88.97,0.83,-3.13,0.83,-3.13,3.13,3.34,3.96,3.96,3.96
89.86,0.87,-3.05,0.87,-3.05,3.05,3.22,3.92,3.92,3.92
90.76,0.91,-2.97,0.91,-2.97,2.97,3.09,3.88,3.88,3.88
91.66,0.95,-2.89,0.95,-2.89,2.89,2.95,3.84,3.84,3.84
92.58,0.99,-2.81,0.99,-2.81,2.81,2.84,3.80,3.80,3.80
93.51,1.02,-2.74,1.03,-2.74,2.73,2.74,3.76,3.76,3.76
94.44,1.06,-2.66,1.06,-2.66,2.66,2.67,3.72,3.72,3.72
95.39,1.09,-2.59,1.09,-2.59,2.59,2.61,3.68,3.68,3.68
96.34,1.12,-2.52,1.12,-2.52,2.52,2.57,3.64,3.64,3.64
97.30,1.15,-2.45,1.15,-2.45,2.45,2.53,3.60,3.60,3.60
98.28,1.17,-2.39,1.17,-2.38,2.39,2.48,3.56,3.56,3.56
99.26,1.19,-2.32,1.19,-2.32,2.32,2.43,3.52,3.52,3.52
100.25,1.21,-2.26,1.21,-2.27,2.26,2.37,3.48,3.48,3.48
101.25,1.22,-2.21,1.23,-2.21,2.21,2.29,3.43,3.44,3.44
102.27,1.24,-2.15,1.24,-2.15,2.15,2.21,3.40,3.40,3.39
103.29,1.25,-2.10,1.25,-2.10,2.10,2.12,3.35,3.35,3.35
104.32,1.26,-2.05,1.26,-2.05,2.05,2.03,3.31,3.31,3.31
105.37,1.26,-2.01,1.27,-2.00,2.00,1.95,3.26,3.27,3.27
106.42,1.27,-1.95,1.27,-1.95,1.95,1.89,3.23,3.23,3.23
107.48,1.28,-1.90,1.28,-1.90,1.90,1.84,3.19,3.19,3.19
108.56,1.29,-1.85,1.29,-1.86,1.86,1.81,3.15,3.14,3.15
109.64,1.29,-1.81,1.30,-1.81,1.81,1.78,3.10,3.10,3.10
110.74,1.30,-1.76,1.30,-1.76,1.76,1.76,3.06,3.06,3.06
111.85,1.31,-1.71,1.31,-1.71,1.71,1.74,3.02,3.02,3.02
112.97,1.32,-1.66,1.32,-1.66,1.66,1.71,2.98,2.98,2.98
114.10,1.33,-1.61,1.33,-1.61,1.61,1.68,2.94,2.94,2.94
115.24,1.34,-1.56,1.34,-1.56,1.56,1.63,2.90,2.90,2.90
116.39,1.34,-1.52,1.35,-1.51,1.51,1.59,2.86,2.86,2.86
117.55,1.35,-1.46,1.35,-1.46,1.47,1.53,2.82,2.82,2.82
118.73,1.36,-1.41,1.36,-1.42,1.43,1.48,2.79,2.78,2.78
119.92,1.35,-1.38,1.35,-1.38,1.39,1.42,2.74,2.74,2.74
121.12,1.34,-1.35,1.34,-1.35,1.35,1.37,2.69,2.69,2.70
122.33,1.33,-1.33,1.34,-1.32,1.31,1.32,2.64,2.64,2.66
123.55,1.33,-1.29,1.33,-1.29,1.27,1.27,2.60,2.60,2.62
124.79,1.33,-1.25,1.33,-1.25,1.24,1.24,2.57,2.57,2.58
126.03,1.32,-1.22,1.33,-1.21,1.21,1.20,2.54,2.55,2.54
127.29,1.32,-1.18,1.33,-1.18,1.20,1.18,2.53,2.53,2.50
128.57,1.32,-1.14,1.30,-1.16,1.20,1.16,2.52,2.50,2.46
129.85,1.25,-1.17,1.25,-1.17,1.21,1.16,2.46,2.46,2.43
131.15,1.17,-1.22,1.18,-1.21,1.22,1.16,2.40,2.41,2.39
132.46,1.10,-1.25,1.09,-1.26,1.24,1.17,2.34,2.34,2.35
133.79,1.02,-1.29,1.02,-1.29,1.26,1.18,2.28,2.29,2.32
135.12,0.95,-1.33,0.97,-1.31,1.28,1.20,2.23,2.25,2.28
136.48,0.94,-1.30,0.94,-1.31,1.29,1.22,2.23,2.22,2.24
137.84,0.92,-1.28,0.92,-1.29,1.28,1.24,2.21,2.20,2.21
139.22,0.90,-1.27,0.91,-1.27,1.27,1.26,2.17,2.17,2.17
140.61,0.89,-1.24,0.90,-1.24,1.24,1.28,2.13,2.14,2.14
142.02,0.89,-1.21,0.89,-1.21,1.20,1.30,2.10,2.10,2.10
143.44,0.90,-1.16,0.90,-1.17,1.17,1.31,2.07,2.07,2.07
144.87,0.90,-1.13,0.91,-1.13,1.13,1.32,2.03,2.04,2.03
146.32,0.91,-1.09,0.91,-1.09,1.09,1.31,2.01,2.01,2.00
147.78,0.91,-1.05,0.91,-1.06,1.06,1.30,1.98,1.97,1.97
149.26,0.90,-1.03,0.90,-1.03,1.03,1.28,1.94,1.94,1.93
150.75,0.88,-1.02,0.89,-1.01,1.01,1.25,1.90,1.90,1.90
152.26,0.87,-0.99,0.87,-1.00,1.00,1.20,1.87,1.87,1.87
153.78,0.85,-0.98,0.85,-0.98,0.99,1.15,1.84,1.84,1.84
155.32,0.82,-0.98,0.82,-0.98,0.98,1.08,1.81,1.81,1.80
156.88,0.79,-0.98,0.79,-0.98,0.98,1.00,1.78,1.77,1.77
158.44,0.75,-0.99,0.75,-0.99,0.99,0.92,1.74,1.74,1.74
160.03,0.71,-1.00,0.71,-1.00,0.99,0.84,1.71,1.71,1.71
161.63,0.67,-1.01,0.67,-1.01,1.00,0.79,1.68,1.68,1.68
163.24,0.63,-1.02,0.63,-1.02,1.02,0.73,1.65,1.65,1.65
164.88,0.58,-1.04,0.58,-1.04,1.03,0.73,1.62,1.62,1.62
166.53,0.53,-1.06,0.54,-1.05,1.05,0.74,1.59,1.59,1.59
168.19,0.49,-1.07,0.49,-1.07,1.07,0.81,1.57,1.56,1.56
169.87,0.44,-1.09,0.44,-1.10,1.10,0.88,1.54,1.54,1.53
171.57,0.38,-1.12,0.38,-1.12,1.12,0.98,1.51,1.51,1.51
173.29,0.32,-1.16,0.32,-1.15,1.15,1.08,1.48,1.48,1.48
175.02,0.26,-1.19,0.26,-1.19,1.19,1.19,1.45,1.45,1.45
176.77,0.20,-1.22,0.20,-1.22,1.22,1.29,1.43,1.42,1.42
178.54,0.13,-1.26,0.13,-1.26,1.26,1.38,1.39,1.39,1.40
180.32,0.06,-1.31,0.06,-1.31,1.30,1.47,1.36,1.37,1.37
182.13,-0.01,-1.35,-0.01,-1.35,1.35,1.55,1.34,1.34,1.34
183.95,-0.08,-1.39,-0.08,-1.39,1.39,1.62,1.32,1.32,1.32
185.79,-0.15,-1.44,-0.15,-1.44,1.44,1.68,1.30,1.30,1.29
187.65,-0.23,-1.49,-0.23,-1.49,1.50,1.74,1.27,1.27,1.27
189.52,-0.32,-1.56,-0.32,-1.56,1.56,1.78,1.24,1.24,1.24
191.42,-0.41,-1.62,-0.41,-1.62,1.63,1.83,1.22,1.22,1.22
193.33,-0.51,-1.70,-0.50,-1.69,1.70,1.88,1.19,1.19,1.19
195.27,-0.60,-1.76,-0.60,-1.77,1.77,1.92,1.17,1.17,1.17
197.22,-0.71,-1.85,-0.70,-1.85,1.85,1.96,1.14,1.14,1.14
199.19,-0.81,-1.92,-0.81,-1.93,1.93,2.00,1.12,1.12,1.12
201.18,-0.92,-2.01,-0.92,-2.01,2.00,2.05,1.09,1.09,1.09
203.19,-1.02,-2.09,-1.02,-2.09,2.08,2.09,1.06,1.06,1.07
205.23,-1.12,-2.16,-1.11,-2.16,2.15,2.15,1.04,1.04,1.05
207.28,-1.21,-2.23,-1.21,-2.23,2.23,2.20,1.02,1.02,1.02
209.35,-1.30,-2.30,-1.30,-2.30,2.30,2.26,1.00,1.00,1.00
211.44,-1.39,-2.36,-1.39,-2.36,2.37,2.32,0.98,0.98,0.98
213.56,-1.48,-2.43,-1.48,-2.43,2.44,2.39,0.96,0.96,0.95
215.69,-1.58,-2.51,-1.57,-2.51,2.51,2.47,0.93,0.93,0.93
217.85,-1.67,-2.58,-1.67,-2.58,2.58,2.55,0.91,0.91,0.91
220.03,-1.77,-2.65,-1.76,-2.65,2.65,2.64,0.88,0.89,0.89
222.23,-1.86,-2.72,-1.86,-2.72,2.72,2.74,0.87,0.87,0.87
224.45,-1.95,-2.79,-1.95,-2.79,2.80,2.83,0.85,0.85,0.84
226.70,-2.05,-2.87,-2.05,-2.87,2.87,2.93,0.82,0.82,0.82
228.96,-2.15,-2.95,-2.15,-2.95,2.95,3.02,0.80,0.80,0.80
231.25,-2.25,-3.03,-2.24,-3.02,3.02,3.11,0.78,0.78,0.78
233.57,-2.34,-3.09,-2.34,-3.10,3.10,3.19,0.76,0.76,0.76
235.90,-2.44,-3.17,-2.44,-3.17,3.18,3.26,0.74,0.74,0.74
238.26,-2.54,-3.25,-2.53,-3.25,3.25,3.32,0.72,0.72,0.72
240.64,-2.63,-3.32,-2.63,-3.33,3.33,3.38,0.70,0.70,0.70
243.05,-2.73,-3.40,-2.73,-3.40,3.40,3.43,0.67,0.67,0.67
245.48,-2.83,-3.48,-2.82,-3.48,3.47,3.48,0.65,0.65,0.65
247.93,-2.92,-3.55,-2.92,-3.55,3.54,3.54,0.63,0.63,0.63
250.41,-3.00,-3.61,-3.00,-3.61,3.61,3.59,0.62,0.61,0.61
252.92,-3.09,-3.68,-3.09,-3.68,3.68,3.66,0.60,0.60,0.59
255.45,-3.17,-3.74,-3.17,-3.74,3.75,3.72,0.58,0.58,0.57
258.00,-3.26,-3.81,-3.25,-3.81,3.82,3.79,0.56,0.56,0.55
260.58,-3.34,-3.87,-3.34,-3.87,3.88,3.86,0.54,0.54,0.53
263.19,-3.42,-3.93,-3.42,-3.93,3.93,3.93,0.52,0.51,0.51
265.82,-3.50,-3.99,-3.50,-3.99,3.99,3.99,0.49,0.49,0.49
268.48,-3.58,-4.05,-3.57,-4.04,4.03,4.05,0.46,0.46,0.47
271.16,-3.63,-4.08,-3.62,-4.08,4.07,4.09,0.44,0.45,0.45
273.87,-3.66,-4.09,-3.66,-4.10,4.10,4.12,0.44,0.44,0.43
276.61,-3.69,-4.10,-3.70,-4.11,4.12,4.14,0.43,0.42,0.42
279.38,-3.73,-4.12,-3.73,-4.12,4.13,4.14,0.41,0.41,0.40
282.17,-3.76,-4.13,-3.74,-4.12,4.13,4.12,0.38,0.39,0.38
284.99,-3.75,-4.10,-3.75,-4.11,4.12,4.08,0.37,0.37,0.36
287.84,-3.73,-4.07,-3.74,-4.08,4.08,4.02,0.36,0.34,0.34
290.72,-3.72,-4.04,-3.73,-4.05,4.02,3.94,0.31,0.29,0.32
293.63,-3.70,-4.00,-3.69,-3.99,3.94,3.85,0.24,0.25,0.30
296.57,-3.64,-3.92,-3.60,-3.88,3.83,3.74,0.19,0.23,0.28
299.53,-3.46,-3.72,-3.46,-3.73,3.70,3.62,0.24,0.24,0.26
302.53,-3.28,-3.52,-3.30,-3.55,3.56,3.49,0.28,0.26,0.24
305.55,-3.15,-3.37,-3.14,-3.37,3.41,3.36,0.26,0.27,0.23
308.61,-3.01,-3.21,-3.00,-3.21,3.25,3.22,0.25,0.25,0.21
311.69,-2.87,-3.05,-2.87,-3.06,3.09,3.07,0.22,0.22,0.19
314.81,-2.74,-2.91,-2.74,-2.91,2.93,2.93,0.19,0.18,0.17
317.96,-2.63,-2.78,-2.63,-2.78,2.77,2.79,0.14,0.13,0.15
321.14,-2.52,-2.65,-2.52,-2.65,2.61,2.65,0.09,0.09,0.13
324.35,-2.41,-2.52,-2.38,-2.49,2.46,2.51,0.05,0.08,0.11
327.59,-2.22,-2.31,-2.22,-2.31,2.31,2.37,0.09,0.09,0.10
330.87,-2.04,-2.11,-2.05,-2.13,2.15,2.24,0.12,0.10,0.08
334.18,-1.90,-1.96,-1.91,-1.97,2.00,2.10,0.10,0.09,0.06
337.52,-1.80,-1.84,-1.79,-1.83,1.85,1.95,0.05,0.06,0.04
340.90,-1.69,-1.71,-1.68,-1.70,1.70,1.81,0.01,0.01,0.02
344.30,-1.57,-1.57,-1.56,-1.57,1.55,1.66,-0.02,-0.01,0.00
347.75,-1.44,-1.42,-1.44,-1.42,1.41,1.50,-0.02,-0.02,-0.01
351.23,-1.31,-1.28,-1.31,-1.28,1.28,1.35,-0.02,-0.03,-0.03
354.74,-1.20,-1.15,-1.20,-1.15,1.16,1.20,-0.04,-0.04,-0.05
358.28,-1.10,-1.03,-1.09,-1.03,1.03,1.05,-0.07,-0.06,-0.07
361.87,-1.00,-0.91,-0.99,-0.91,0.91,0.90,-0.09,-0.09,-0.09
365.49,-0.89,-0.78,-0.89,-0.78,0.79,0.77,-0.10,-0.10,-0.10
369.14,-0.79,-0.66,-0.79,-0.67,0.67,0.64,-0.12,-0.12,-0.12
372.83,-0.70,-0.56,-0.70,-0.56,0.56,0.53,-0.14,-0.14,-0.14
376.56,-0.62,-0.46,-0.61,-0.45,0.45,0.42,-0.17,-0.16,-0.16
380.33,-0.53,-0.35,-0.53,-0.35,0.35,0.32,-0.18,-0.18,-0.18
384.13,-0.45,-0.25,-0.45,-0.25,0.25,0.22,-0.20,-0.19,-0.19
387.97,-0.37,-0.16,-0.36,-0.15,0.16,0.12,-0.21,-0.20,-0.21
391.85,-0.28,-0.05,-0.29,-0.06,0.07,0.03,-0.21,-0.21,-0.23
395.77,-0.22,0.03,-0.22,0.03,-0.01,-0.06,-0.23,-0.23,-0.25
399.73,-0.17,0.10,-0.16,0.10,-0.10,-0.16,-0.27,-0.26,-0.26
403.72,-0.11,0.18,-0.11,0.17,-0.19,-0.25,-0.29,-0.30,-0.28
407.76,-0.06,0.24,-0.05,0.25,-0.27,-0.34,-0.33,-0.32,-0.30
411.84,0.02,0.34,0.02,0.34,-0.36,-0.42,-0.34,-0.34,-0.32
415.96,0.11,0.45,0.11,0.44,-0.46,-0.50,-0.34,-0.35,-0.34
420.12,0.19,0.55,0.20,0.55,-0.55,-0.58,-0.36,-0.35,-0.35
424.32,0.28,0.65,0.28,0.65,-0.64,-0.65,-0.36,-0.36,-0.37
428.56,0.36,0.75,0.36,0.75,-0.73,-0.72,-0.37,-0.37,-0.39
432.85,0.42,0.83,0.42,0.83,-0.81,-0.79,-0.39,-0.39,-0.41
437.18,0.47,0.90,0.47,0.90,-0.89,-0.85,-0.42,-0.42,-0.42
441.55,0.51,0.95,0.52,0.96,-0.96,-0.90,-0.45,-0.44,-0.44
445.96,0.56,1.02,0.56,1.02,-1.03,-0.96,-0.46,-0.46,-0.46
450.42,0.60,1.08,0.60,1.08,-1.09,-1.01,-0.48,-0.48,-0.48
454.93,0.64,1.14,0.64,1.14,-1.14,-1.06,-0.50,-0.50,-0.49
459.48,0.68,1.20,0.68,1.20,-1.20,-1.11,-0.51,-0.51,-0.51
464.07,0.72,1.25,0.72,1.25,-1.25,-1.16,-0.53,-0.53,-0.53
468.71,0.76,1.31,0.76,1.31,-1.31,-1.22,-0.55,-0.55,-0.55
